DEFB128	ENSG00000185982	ENSP00000335382
MTFMT	ENSG00000103707	ENSP00000220058
OSBPL6	ENSG00000079156	ENSP00000376293
MRPS34	ENSG00000074071	ENSP00000177742
PIN1	ENSG00000127445	ENSP00000247970
NDUFAB1	ENSG00000004779	ENSP00000458770
SCP2	ENSG00000116171	ENSP00000360569
NLGN2	ENSG00000169992	ENSP00000305288
NUB1	ENSG00000013374	ENSP00000454264
GCLM	ENSG00000023909	ENSP00000359258
EIF3E	ENSG00000104408	ENSP00000220849
PSMC4	ENSG00000013275	ENSP00000157812
NR4A3	ENSG00000119508	ENSP00000482027
OR2A25	ENSG00000221933	ENSP00000386167
SKP1	ENSG00000113558	ENSP00000231487
SPRN	ENSG00000203772	ENSP00000433712
GPS2	ENSG00000132522	ENSP00000370104
ME3	ENSG00000151376	ENSP00000440246
HSPB6	ENSG00000004776	ENSP00000468057
CCND3	ENSG00000112576	ENSP00000362082
RAP2B	ENSG00000181467	ENSP00000319096
SDR16C5	ENSG00000170786	ENSP00000307607
NAPRT	ENSG00000147813	ENSP00000401508
FLT3LG	ENSG00000090554	ENSP00000469613
NME2	ENSG00000243678	ENSP00000376886
PCGF1	ENSG00000115289	ENSP00000233630
PRR14	ENSG00000156858	ENSP00000441641
PGBD1	ENSG00000137338	ENSP00000259883
MRFAP1	ENSG00000179010	ENSP00000318352
CDH5	ENSG00000179776	ENSP00000344115
TIMM44	ENSG00000104980	ENSP00000270538
PIGM	ENSG00000143315	ENSP00000357069
PRKAB1	ENSG00000111725	ENSP00000229328
PHB2	ENSG00000215021	ENSP00000441875
NEUROG2	ENSG00000178403	ENSP00000317333
ADRB1	ENSG00000043591	ENSP00000358301
UPP2	ENSG00000007001	ENSP00000474090
PHKG1	ENSG00000164776	ENSP00000445440
COPE	ENSG00000105669	ENSP00000262812
INTS7	ENSG00000143493	ENSP00000355961
TUBA3E	ENSG00000152086	ENSP00000318197
OR8K1	ENSG00000150261	ENSP00000279783
OR5AK2	ENSG00000181273	ENSP00000322784
BTG2	ENSG00000159388	ENSP00000290551
CISH	ENSG00000114737	ENSP00000409346
HDAC9	ENSG00000048052	ENSP00000408617
AMBRA1	ENSG00000110497	ENSP00000431926
ZNF17	ENSG00000186272	ENSP00000471905
XPO7	ENSG00000130227	ENSP00000252512
H2AC13	ENSG00000196747	ENSP00000351589
BOLL	ENSG00000152430	ENSP00000314792
THEMIS	ENSG00000172673	ENSP00000357231
PPY	ENSG00000108849	ENSP00000466009
ETNK2	ENSG00000143845	ENSP00000356169
KRTAP5-11	ENSG00000204571	ENSP00000381541
RAMP2	ENSG00000131477	ENSP00000253796
SPINT2	ENSG00000167642	ENSP00000301244
ACTR6	ENSG00000075089	ENSP00000188312
TENT2	ENSG00000164329	ENSP00000397563
HPN	ENSG00000105707	ENSP00000262626
NSD1	ENSG00000165671	ENSP00000395929
KXD1	ENSG00000105700	ENSP00000472836
CNOT9	ENSG00000144580	ENSP00000273064
FNIP1	ENSG00000217128	ENSP00000421985
SLCO1A2	ENSG00000084453	ENSP00000305974
IQCF1	ENSG00000173389	ENSP00000307958
SEMA3B	ENSG00000012171	ENSP00000484146
OR3A1	ENSG00000180090	ENSP00000313803
ADAMTS4	ENSG00000158859	ENSP00000356975
AIDA	ENSG00000186063	ENSP00000339161
HSD3B1	ENSG00000203857	ENSP00000358421
CLEC2D	ENSG00000069493	ENSP00000261340
ZNF419	ENSG00000105136	ENSP00000388864
PPM1D	ENSG00000170836	ENSP00000306682
RNF126	ENSG00000070423	ENSP00000292363
ATP2B4	ENSG00000058668	ENSP00000350310
ZNF606	ENSG00000166704	ENSP00000343617
GP5	ENSG00000178732	ENSP00000383931
CD52	ENSG00000169442	ENSP00000363330
GMPPA	ENSG00000144591	ENSP00000350949
PROC	ENSG00000115718	ENSP00000234071
ATG16L1	ENSG00000085978	ENSP00000375872
GBP2	ENSG00000162645	ENSP00000359497
TMEM9	ENSG00000116857	ENSP00000356301
EXOSC10	ENSG00000171824	ENSP00000366135
NTNG1	ENSG00000162631	ENSP00000359085
PARD3B	ENSG00000116117	ENSP00000351618
MNDA	ENSG00000163563	ENSP00000357123
TMBIM1	ENSG00000135926	ENSP00000409738
MAT2A	ENSG00000168906	ENSP00000303147
SGIP1	ENSG00000118473	ENSP00000360076
AVPR1B	ENSG00000198049	ENSP00000356094
CYB5RL	ENSG00000215883	ENSP00000434343
CENPL	ENSG00000120334	ENSP00000348527
S100A1	ENSG00000160678	ENSP00000292169
PHC2	ENSG00000134686	ENSP00000257118
HJV	ENSG00000168509	ENSP00000337014
TRMT6	ENSG00000089195	ENSP00000203001
BFSP1	ENSG00000125864	ENSP00000367104
CCT8	ENSG00000156261	ENSP00000286788
PI3	ENSG00000124102	ENSP00000243924
SEMG2	ENSG00000124157	ENSP00000361855
MYO5B	ENSG00000167306	ENSP00000285039
CACNA1I	ENSG00000100346	ENSP00000385019
LRR1	ENSG00000165501	ENSP00000298288
SLC5A1	ENSG00000100170	ENSP00000266088
SON	ENSG00000159140	ENSP00000348984
KCNH5	ENSG00000140015	ENSP00000321427
JDP2	ENSG00000140044	ENSP00000267569
SH3BP2	ENSG00000087266	ENSP00000422168
PSEN1	ENSG00000080815	ENSP00000326366
SERPINB8	ENSG00000166401	ENSP00000381072
DSG3	ENSG00000134757	ENSP00000257189
RBPJL	ENSG00000124232	ENSP00000341243
F8	ENSG00000185010	ENSP00000353393
SUV39H2	ENSG00000152455	ENSP00000346997
PSMC1	ENSG00000100764	ENSP00000261303
GPR65	ENSG00000140030	ENSP00000267549
TFIP11	ENSG00000100109	ENSP00000384421
SSX2B	ENSG00000268447	ENSP00000477922
UBQLN1	ENSG00000135018	ENSP00000365576
NFIL3	ENSG00000165030	ENSP00000297689
RIBC1	ENSG00000158423	ENSP00000364476
GABRA5	ENSG00000186297	ENSP00000335592
RNF167	ENSG00000108523	ENSP00000262482
PIMREG	ENSG00000129195	ENSP00000250056
DAAM2	ENSG00000146122	ENSP00000381876
WT1	ENSG00000184937	ENSP00000331327
THBS1	ENSG00000137801	ENSP00000260356
SAMD4A	ENSG00000020577	ENSP00000375919
OR9Q1	ENSG00000186509	ENSP00000334934
MIEF2	ENSG00000177427	ENSP00000379057
DSEL	ENSG00000171451	ENSP00000310565
ANLN	ENSG00000011426	ENSP00000265748
APOBEC1	ENSG00000111701	ENSP00000229304
TAS2R43	ENSG00000255374	ENSP00000431719
SUPT16H	ENSG00000092201	ENSP00000216297
RFXAP	ENSG00000133111	ENSP00000255476
CCL7	ENSG00000108688	ENSP00000367832
COQ4	ENSG00000167113	ENSP00000300452
TAC1	ENSG00000006128	ENSP00000321106
PRMT9	ENSG00000164169	ENSP00000314396
NEO1	ENSG00000067141	ENSP00000341198
NAP1L5	ENSG00000177432	ENSP00000320488
PEG10	ENSG00000242265	ENSP00000418944
ADRA1A	ENSG00000120907	ENSP00000369960
SRCIN1	ENSG00000277363	ENSP00000484715
EIF4EBP1	ENSG00000187840	ENSP00000340691
FUT9	ENSG00000172461	ENSP00000302599
RNF169	ENSG00000166439	ENSP00000299563
ZNF133	ENSG00000125846	ENSP00000439427
ZNF716	ENSG00000182111	ENSP00000394248
CNNM1	ENSG00000119946	ENSP00000349147
GRIN3B	ENSG00000116032	ENSP00000234389
TRUB1	ENSG00000165832	ENSP00000298746
ARHGEF12	ENSG00000196914	ENSP00000380942
SORL1	ENSG00000137642	ENSP00000260197
CDK5RAP3	ENSG00000108465	ENSP00000438886
RAET1L	ENSG00000155918	ENSP00000356310
SMC6	ENSG00000163029	ENSP00000404092
APOB	ENSG00000084674	ENSP00000233242
CA8	ENSG00000178538	ENSP00000314407
OR2AT4	ENSG00000171561	ENSP00000304846
SLIT1	ENSG00000187122	ENSP00000266058
HAPLN1	ENSG00000145681	ENSP00000274341
CRYBB2	ENSG00000244752	ENSP00000381273
CCNH	ENSG00000134480	ENSP00000256897
KCNG3	ENSG00000171126	ENSP00000304127
MED12	ENSG00000184634	ENSP00000363193
MYL10	ENSG00000106436	ENSP00000223167
GLRX	ENSG00000173221	ENSP00000369314
FAM161A	ENSG00000170264	ENSP00000385158
GABRQ	ENSG00000268089	ENSP00000469332
RBPMS2	ENSG00000166831	ENSP00000300069
LARP6	ENSG00000166173	ENSP00000299213
MATN4	ENSG00000124159	ENSP00000361842
PPP4R3B	ENSG00000275052	ENSP00000483228
USHBP1	ENSG00000130307	ENSP00000252597
RALGAPB	ENSG00000170471	ENSP00000262879
MRPS28	ENSG00000147586	ENSP00000276585
AEN	ENSG00000181026	ENSP00000331944
RPL30	ENSG00000156482	ENSP00000428085
BST1	ENSG00000109743	ENSP00000265016
ALDH5A1	ENSG00000112294	ENSP00000314649
CEBPD	ENSG00000221869	ENSP00000386165
FGF9	ENSG00000102678	ENSP00000371790
GRM7	ENSG00000196277	ENSP00000350348
	ENSG00000260836	ENSP00000454786
ZMYND8	ENSG00000101040	ENSP00000420095
RPL7A	ENSG00000148303	ENSP00000361076
CKMT1A	ENSG00000223572	ENSP00000406577
GLB1	ENSG00000170266	ENSP00000306920
FANCA	ENSG00000187741	ENSP00000373952
GATA1	ENSG00000102145	ENSP00000365858
RTN4IP1	ENSG00000130347	ENSP00000358059
LARGE2	ENSG00000165905	ENSP00000432869
GPR45	ENSG00000135973	ENSP00000258456
GALNS	ENSG00000141012	ENSP00000268695
RPS19	ENSG00000105372	ENSP00000470972
BASP1	ENSG00000176788	ENSP00000319281
NCBP2L	ENSG00000170935	ENSP00000476955
ROBO2	ENSG00000185008	ENSP00000417335
LIPF	ENSG00000182333	ENSP00000377900
PABPN1L	ENSG00000205022	ENSP00000408598
DDX39B	ENSG00000198563	ENSP00000379475
SMYD1	ENSG00000115593	ENSP00000393453
ZNF655	ENSG00000197343	ENSP00000393876
PSG5	ENSG00000204941	ENSP00000382334
CPM	ENSG00000135678	ENSP00000448517
TBC1D13	ENSG00000107021	ENSP00000361731
IL36RN	ENSG00000136695	ENSP00000376896
RPTOR	ENSG00000141564	ENSP00000307272
SYVN1	ENSG00000162298	ENSP00000366395
ZBTB12	ENSG00000204366	ENSP00000364677
ADCY8	ENSG00000155897	ENSP00000286355
AGO4	ENSG00000134698	ENSP00000362306
FANCI	ENSG00000140525	ENSP00000310842
DMAC2L	ENSG00000125375	ENSP00000308334
FBP2	ENSG00000130957	ENSP00000364486
GDPD3	ENSG00000102886	ENSP00000384363
DRD4	ENSG00000069696	ENSP00000176183
AOPEP	ENSG00000148120	ENSP00000364464
OR10G9	ENSG00000236981	ENSP00000364164
TNNI3	ENSG00000129991	ENSP00000341838
PPIA	ENSG00000196262	ENSP00000419425
MICOS10	ENSG00000173436	ENSP00000325562
SNX9	ENSG00000130340	ENSP00000376024
RPL34	ENSG00000109475	ENSP00000378163
SUPT5H	ENSG00000196235	ENSP00000470252
CALU	ENSG00000128595	ENSP00000438248
PTGIR	ENSG00000160013	ENSP00000291294
EBF1	ENSG00000164330	ENSP00000322898
ZFYVE16	ENSG00000039319	ENSP00000337159
CALCRL	ENSG00000064989	ENSP00000386972
NID2	ENSG00000087303	ENSP00000216286
ENO2	ENSG00000111674	ENSP00000437402
ST6GALNAC3	ENSG00000184005	ENSP00000329214
FANCE	ENSG00000112039	ENSP00000229769
STBD1	ENSG00000118804	ENSP00000237642
GORASP2	ENSG00000115806	ENSP00000234160
NUBP1	ENSG00000103274	ENSP00000283027
DGKA	ENSG00000065357	ENSP00000328405
SET	ENSG00000119335	ENSP00000361777
PRKCH	ENSG00000027075	ENSP00000329127
SPG7	ENSG00000197912	ENSP00000268704
DGKI	ENSG00000157680	ENSP00000288490
SF1	ENSG00000168066	ENSP00000366604
LIN52	ENSG00000205659	ENSP00000451812
SPHK1	ENSG00000176170	ENSP00000313681
GOLIM4	ENSG00000173905	ENSP00000417354
TRADD	ENSG00000102871	ENSP00000341268
FBXL8	ENSG00000135722	ENSP00000258200
AP1M1	ENSG00000072958	ENSP00000388996
FSCN2	ENSG00000186765	ENSP00000334665
PLEKHO1	ENSG00000023902	ENSP00000358120
NDUFAF3	ENSG00000178057	ENSP00000323076
GSTP1	ENSG00000084207	ENSP00000381607
PTX3	ENSG00000163661	ENSP00000295927
ZNF785	ENSG00000197162	ENSP00000378642
NMBR	ENSG00000135577	ENSP00000258042
FHL5	ENSG00000112214	ENSP00000326022
NOP2	ENSG00000111641	ENSP00000371858
INPP4B	ENSG00000109452	ENSP00000425487
ALDOC	ENSG00000109107	ENSP00000226253
TPK1	ENSG00000196511	ENSP00000353165
CUL2	ENSG00000108094	ENSP00000444856
TBP	ENSG00000112592	ENSP00000375942
WDR83	ENSG00000123154	ENSP00000402653
MAP3K3	ENSG00000198909	ENSP00000354927
PRKN	ENSG00000185345	ENSP00000355865
CAPN10	ENSG00000142330	ENSP00000375844
MYL3	ENSG00000160808	ENSP00000379210
HGS	ENSG00000185359	ENSP00000331201
SEC24A	ENSG00000113615	ENSP00000381823
RLN3	ENSG00000171136	ENSP00000397415
CDC34	ENSG00000099804	ENSP00000215574
THOP1	ENSG00000172009	ENSP00000304467
SPDYE1	ENSG00000136206	ENSP00000258704
AP1M2	ENSG00000129354	ENSP00000250244
GSK3A	ENSG00000105723	ENSP00000222330
TMEM186	ENSG00000184857	ENSP00000331640
RGMA	ENSG00000182175	ENSP00000452126
CCDC14	ENSG00000175455	ENSP00000420180
ZNF112	ENSG00000062370	ENSP00000337081
MIF4GD	ENSG00000125457	ENSP00000463334
ZSCAN16	ENSG00000196812	ENSP00000366527
NUAK2	ENSG00000163545	ENSP00000356125
FABP9	ENSG00000205186	ENSP00000368362
ICAM2	ENSG00000108622	ENSP00000415283
RPL39L	ENSG00000163923	ENSP00000296277
NME3	ENSG00000103024	ENSP00000219302
PTPRJ	ENSG00000149177	ENSP00000400010
RGS1	ENSG00000090104	ENSP00000356429
DHX37	ENSG00000150990	ENSP00000311135
HDAC3	ENSG00000171720	ENSP00000302967
KRT31	ENSG00000094796	ENSP00000251645
PRPF31	ENSG00000105618	ENSP00000324122
CR2	ENSG00000117322	ENSP00000356024
OR5B12	ENSG00000172362	ENSP00000306657
AMPD3	ENSG00000133805	ENSP00000379802
APOE	ENSG00000130203	ENSP00000252486
TRIM25	ENSG00000121060	ENSP00000323889
RPS2	ENSG00000140988	ENSP00000341885
RUNDC3A	ENSG00000108309	ENSP00000410862
TAF9	ENSG00000273841	ENSP00000370193
CARNS1	ENSG00000172508	ENSP00000389009
NBL1	ENSG00000158747	ENSP00000289749
DPEP1	ENSG00000015413	ENSP00000376807
OR1E2	ENSG00000127780	ENSP00000248384
DTX1	ENSG00000135144	ENSP00000257600
DISC1	ENSG00000162946	ENSP00000355593
RXFP4	ENSG00000173080	ENSP00000357301
NR1I3	ENSG00000143257	ENSP00000356959
CIRBP	ENSG00000099622	ENSP00000466897
MFN2	ENSG00000116688	ENSP00000235329
TAS1R1	ENSG00000173662	ENSP00000331867
KRT16	ENSG00000186832	ENSP00000301653
RHOF	ENSG00000139725	ENSP00000267205
CEACAM5	ENSG00000105388	ENSP00000221992
EPHB1	ENSG00000154928	ENSP00000381097
DYNLT4	ENSG00000188396	ENSP00000341803
SULT1C4	ENSG00000198075	ENSP00000272452
DPF1	ENSG00000011332	ENSP00000347716
CLASP2	ENSG00000163539	ENSP00000417518
POLRMT	ENSG00000099821	ENSP00000465759
P2RY13	ENSG00000181631	ENSP00000320376
FZD7	ENSG00000155760	ENSP00000286201
ZNF577	ENSG00000161551	ENSP00000301399
ZNF566	ENSG00000186017	ENSP00000376010
ZNF320	ENSG00000182986	ENSP00000473091
SCN1A	ENSG00000144285	ENSP00000303540
TRIM62	ENSG00000116525	ENSP00000291416
KHK	ENSG00000138030	ENSP00000260599
RAB42	ENSG00000188060	ENSP00000362932
AMY2B	ENSG00000240038	ENSP00000354610
EIF4E2	ENSG00000135930	ENSP00000258416
DNAI4	ENSG00000152763	ENSP00000360065
LCE1B	ENSG00000196734	ENSP00000353203
SRSF4	ENSG00000116350	ENSP00000362900
PMVK	ENSG00000163344	ENSP00000357452
CEP85	ENSG00000130695	ENSP00000252992
LIN28A	ENSG00000131914	ENSP00000363314
VTCN1	ENSG00000134258	ENSP00000358470
H2AC19	ENSG00000288859	ENSP00000475814
ADORA1	ENSG00000163485	ENSP00000356205
PDE4B	ENSG00000184588	ENSP00000332116
DEFB129	ENSG00000125903	ENSP00000246105
ATRN	ENSG00000088812	ENSP00000262919
GART	ENSG00000159131	ENSP00000371253
ANOS1	ENSG00000011201	ENSP00000262648
FAM9A	ENSG00000183304	ENSP00000440163
ME2	ENSG00000082212	ENSP00000321070
RBM3	ENSG00000102317	ENSP00000365950
CDKL5	ENSG00000008086	ENSP00000369325
AKAP4	ENSG00000147081	ENSP00000351327
TST	ENSG00000128311	ENSP00000385828
RPS21	ENSG00000171858	ENSP00000345957
TFF1	ENSG00000160182	ENSP00000291527
KLHL9	ENSG00000198642	ENSP00000351933
PSAT1	ENSG00000135069	ENSP00000365773
APBA1	ENSG00000107282	ENSP00000265381
CABS1	ENSG00000145309	ENSP00000273936
TM9SF4	ENSG00000101337	ENSP00000381104
SCML1	ENSG00000047634	ENSP00000369380
SNRPD1	ENSG00000167088	ENSP00000300413
F8A3	ENSG00000277150	ENSP00000477530
SIRPA	ENSG00000198053	ENSP00000382941
STEEP1	ENSG00000018610	ENSP00000441786
HPS4	ENSG00000100099	ENSP00000381213
COL4A5	ENSG00000188153	ENSP00000331902
CRYAA2	ENSG00000276076	ENSP00000482816
TLR8	ENSG00000101916	ENSP00000312082
NGDN	ENSG00000129460	ENSP00000386134
EREG	ENSG00000124882	ENSP00000244869
BMP15	ENSG00000130385	ENSP00000252677
SCIN	ENSG00000006747	ENSP00000297029
RFK	ENSG00000135002	ENSP00000365926
PFN1	ENSG00000108518	ENSP00000225655
TUBA3C	ENSG00000198033	ENSP00000382982
MLIP	ENSG00000146147	ENSP00000426290
RPL35	ENSG00000136942	ENSP00000259469
ZDHHC8	ENSG00000099904	ENSP00000384716
ARHGAP36	ENSG00000147256	ENSP00000276211
FRAT1	ENSG00000165879	ENSP00000360060
SEPTIN14	ENSG00000154997	ENSP00000373627
OR6S1	ENSG00000181803	ENSP00000313110
RNASE7	ENSG00000165799	ENSP00000298690
NFKBIE	ENSG00000146232	ENSP00000275015
TRDN	ENSG00000186439	ENSP00000439281
PLEKHO2	ENSG00000241839	ENSP00000326706
CCDC86	ENSG00000110104	ENSP00000227520
ARIH1	ENSG00000166233	ENSP00000369217
IFNA4	ENSG00000236637	ENSP00000412897
DDC	ENSG00000132437	ENSP00000403644
NARS2	ENSG00000137513	ENSP00000281038
NANOG	ENSG00000111704	ENSP00000229307
KLHL22	ENSG00000099910	ENSP00000331682
CHRDL1	ENSG00000101938	ENSP00000361112
TELO2	ENSG00000100726	ENSP00000262319
GEMIN8	ENSG00000046647	ENSP00000369895
NRL	ENSG00000129535	ENSP00000454062
POLR1F	ENSG00000105849	ENSP00000222567
PSME1	ENSG00000092010	ENSP00000372155
DEFB1	ENSG00000164825	ENSP00000297439
ZMAT5	ENSG00000100319	ENSP00000344241
ANKS3	ENSG00000168096	ENSP00000304586
TPT1	ENSG00000133112	ENSP00000477781
UROS	ENSG00000188690	ENSP00000357787
KATNAL2	ENSG00000167216	ENSP00000245121
CWF19L1	ENSG00000095485	ENSP00000326411
ZNF624	ENSG00000197566	ENSP00000310472
CREBBP	ENSG00000005339	ENSP00000262367
NHLRC2	ENSG00000196865	ENSP00000358307
AP1B1	ENSG00000100280	ENSP00000350199
GJA3	ENSG00000121743	ENSP00000241125
UGT3A1	ENSG00000145626	ENSP00000274278
NPS	ENSG00000214285	ENSP00000381105
STRBP	ENSG00000165209	ENSP00000415968
LMO2	ENSG00000135363	ENSP00000257818
CNNM2	ENSG00000148842	ENSP00000358894
PTGER1	ENSG00000160951	ENSP00000292513
DDX4	ENSG00000152670	ENSP00000424838
RASGRP2	ENSG00000068831	ENSP00000338864
JMY	ENSG00000152409	ENSP00000379441
EPS15L1	ENSG00000127527	ENSP00000393313
ZNF467	ENSG00000181444	ENSP00000304769
CASP14	ENSG00000105141	ENSP00000393417
KCTD17	ENSG00000100379	ENSP00000385096
TRIM6	ENSG00000121236	ENSP00000369440
DYNC1LI1	ENSG00000144635	ENSP00000273130
MRPS11	ENSG00000181991	ENSP00000317376
NDUFA8	ENSG00000119421	ENSP00000362873
SLC9A3R1	ENSG00000109062	ENSP00000262613
INSIG1	ENSG00000186480	ENSP00000344741
LPCAT2	ENSG00000087253	ENSP00000262134
CTRB2	ENSG00000168928	ENSP00000303963
EPM2AIP1	ENSG00000178567	ENSP00000406027
AEBP2	ENSG00000139154	ENSP00000381840
ATP2B2	ENSG00000157087	ENSP00000353414
OR13C2	ENSG00000276119	ENSP00000438815
AREL1	ENSG00000119682	ENSP00000348714
DDB2	ENSG00000134574	ENSP00000256996
BCAR1	ENSG00000050820	ENSP00000391669
BCL11A	ENSG00000119866	ENSP00000338774
FABP1	ENSG00000163586	ENSP00000295834
CSNK1G3	ENSG00000151292	ENSP00000353904
DCTN3	ENSG00000137100	ENSP00000259632
RALGDS	ENSG00000160271	ENSP00000361120
RAP1B	ENSG00000127314	ENSP00000250559
PTDSS1	ENSG00000156471	ENSP00000430548
STKLD1	ENSG00000198870	ENSP00000361025
CEACAM7	ENSG00000007306	ENSP00000006724
LAPTM4A	ENSG00000068697	ENSP00000175091
AK8	ENSG00000165695	ENSP00000298545
TRO	ENSG00000067445	ENSP00000173898
RER1	ENSG00000157916	ENSP00000475168
ODF1	ENSG00000155087	ENSP00000285402
SRGN	ENSG00000122862	ENSP00000242465
MICB	ENSG00000204516	ENSP00000252229
ICMT	ENSG00000116237	ENSP00000343552
DDAH2	ENSG00000213722	ENSP00000364945
PCBD2	ENSG00000132570	ENSP00000421544
ZSWIM8	ENSG00000214655	ENSP00000381693
ENDOG	ENSG00000167136	ENSP00000361725
MARS2	ENSG00000247626	ENSP00000282276
LDB1	ENSG00000198728	ENSP00000392466
RFLNA	ENSG00000178882	ENSP00000374377
ZNF696	ENSG00000185730	ENSP00000328515
ZHX2	ENSG00000178764	ENSP00000314709
USP8	ENSG00000138592	ENSP00000379721
RDH13	ENSG00000160439	ENSP00000391121
DNALI1	ENSG00000163879	ENSP00000296218
SCMH1	ENSG00000010803	ENSP00000318094
DDI2	ENSG00000197312	ENSP00000417748
CLSPN	ENSG00000092853	ENSP00000312995
ZSCAN22	ENSG00000182318	ENSP00000332433
TAF6L	ENSG00000162227	ENSP00000294168
STXBP4	ENSG00000166263	ENSP00000365530
NPY4R	ENSG00000204174	ENSP00000363431
RAG1	ENSG00000166349	ENSP00000299440
RANBP9	ENSG00000010017	ENSP00000011619
TUB	ENSG00000166402	ENSP00000305426
HLA-DQA2	ENSG00000237541	ENSP00000364076
HLA-DQB2	ENSG00000232629	ENSP00000390431
PAPSS2	ENSG00000198682	ENSP00000406157
PPP3CB	ENSG00000107758	ENSP00000378306
RTN4RL2	ENSG00000186907	ENSP00000335397
SPTBN5	ENSG00000137877	ENSP00000317790
SCX	ENSG00000260428	ENSP00000476384
HSF1	ENSG00000185122	ENSP00000431512
SRSF9	ENSG00000111786	ENSP00000229390
SPSB4	ENSG00000175093	ENSP00000311609
TUBB	ENSG00000196230	ENSP00000339001
PKN1	ENSG00000123143	ENSP00000343325
CNTRL	ENSG00000119397	ENSP00000362962
DCUN1D1	ENSG00000043093	ENSP00000292782
NDUFAF1	ENSG00000137806	ENSP00000260361
VAMP2	ENSG00000220205	ENSP00000314214
USP43	ENSG00000154914	ENSP00000285199
COQ6	ENSG00000119723	ENSP00000333946
C15orf48	ENSG00000166920	ENSP00000341610
RPS20	ENSG00000008988	ENSP00000429374
SRI	ENSG00000075142	ENSP00000265729
CCDC93	ENSG00000125633	ENSP00000365477
BAZ1A	ENSG00000198604	ENSP00000353458
UBE2O	ENSG00000175931	ENSP00000323687
ZNF211	ENSG00000121417	ENSP00000299871
ADAM11	ENSG00000073670	ENSP00000200557
CPSF7	ENSG00000149532	ENSP00000345412
PTEN	ENSG00000171862	ENSP00000361021
ACOT4	ENSG00000177465	ENSP00000323071
INTS5	ENSG00000185085	ENSP00000327889
BAG5	ENSG00000166170	ENSP00000338814
HSD11B2	ENSG00000176387	ENSP00000316786
UBXN7	ENSG00000163960	ENSP00000296328
CCDC62	ENSG00000130783	ENSP00000253079
SRP19	ENSG00000153037	ENSP00000375133
ALDH3B2	ENSG00000132746	ENSP00000255084
S100A9	ENSG00000163220	ENSP00000357727
JMJD6	ENSG00000070495	ENSP00000394085
COPZ1	ENSG00000111481	ENSP00000449270
DNAJA4	ENSG00000140403	ENSP00000378324
MARCHF1	ENSG00000145416	ENSP00000427223
RPL13A	ENSG00000142541	ENSP00000375730
SRR	ENSG00000167720	ENSP00000339435
PARD6A	ENSG00000102981	ENSP00000219255
SH2D1B	ENSG00000198574	ENSP00000356906
SHKBP1	ENSG00000160410	ENSP00000291842
B3GNT7	ENSG00000156966	ENSP00000287590
CREM	ENSG00000095794	ENSP00000265372
C4BPB	ENSG00000123843	ENSP00000243611
TLE5	ENSG00000104964	ENSP00000221561
CYRIB	ENSG00000153310	ENSP00000429150
SRPK2	ENSG00000135250	ENSP00000377262
BACE1	ENSG00000186318	ENSP00000318585
SPDYE5	ENSG00000170092	ENSP00000485398
PLD2	ENSG00000129219	ENSP00000263088
ZNF574	ENSG00000105732	ENSP00000469029
ABAT	ENSG00000183044	ENSP00000379845
RASSF3	ENSG00000153179	ENSP00000443021
OR7A5	ENSG00000188269	ENSP00000316955
FBRSL1	ENSG00000112787	ENSP00000396160
MED19	ENSG00000156603	ENSP00000337340
RTF1	ENSG00000137815	ENSP00000374280
KRT20	ENSG00000171431	ENSP00000167588
UBTF	ENSG00000108312	ENSP00000302640
IDH1	ENSG00000138413	ENSP00000390265
PCYT2	ENSG00000185813	ENSP00000442050
ATXN2L	ENSG00000168488	ENSP00000378917
CERT1	ENSG00000113163	ENSP00000369862
LDHAL6A	ENSG00000166800	ENSP00000280706
P2RX3	ENSG00000109991	ENSP00000263314
XRN1	ENSG00000114127	ENSP00000264951
CMTR2	ENSG00000180917	ENSP00000337512
RDH16	ENSG00000139547	ENSP00000381206
ARSG	ENSG00000141337	ENSP00000407193
ZC3H12A	ENSG00000163874	ENSP00000362179
ZG16B	ENSG00000162078	ENSP00000371715
FGFR4	ENSG00000160867	ENSP00000292408
OR10H2	ENSG00000171942	ENSP00000306095
TP63	ENSG00000073282	ENSP00000264731
FKBP8	ENSG00000105701	ENSP00000476767
MBTPS1	ENSG00000140943	ENSP00000344223
LALBA	ENSG00000167531	ENSP00000301046
CCDC91	ENSG00000123106	ENSP00000438040
ZNF226	ENSG00000167380	ENSP00000465121
RFC4	ENSG00000163918	ENSP00000376272
DHX30	ENSG00000132153	ENSP00000405620
EIF2AK2	ENSG00000055332	ENSP00000233057
CCR1	ENSG00000163823	ENSP00000296140
CCRL2	ENSG00000121797	ENSP00000349967
AMH	ENSG00000104899	ENSP00000221496
KALRN	ENSG00000160145	ENSP00000240874
BAX	ENSG00000087088	ENSP00000293288
RAD54L2	ENSG00000164080	ENSP00000386520
DHRS7B	ENSG00000109016	ENSP00000378887
MYLK	ENSG00000065534	ENSP00000353452
SPC24	ENSG00000161888	ENSP00000465075
PEF1	ENSG00000162517	ENSP00000362807
HDLBP	ENSG00000115677	ENSP00000375836
DENND2D	ENSG00000162777	ENSP00000350266
TRIB2	ENSG00000071575	ENSP00000155926
SERBP1	ENSG00000142864	ENSP00000360034
ACTR2	ENSG00000138071	ENSP00000367220
LEFTY2	ENSG00000143768	ENSP00000355785
IL20	ENSG00000162891	ENSP00000356065
OAZ3	ENSG00000143450	ENSP00000313922
ZEB2	ENSG00000169554	ENSP00000454157
