id	name	prior	degree	curv_mean	curv_std
ENSG00000007314	SCN4A	False	78.0	-187.75641025641025	113.97212726031722
ENSG00000007341		False	34.0	-105.3529411764706	69.00037610849803
ENSG00000007350	TKTL1	False	5.0	-254.6	173.50342936092068
ENSG00000007372	PAX6	False	139.0	-257.32374100719426	179.67793793009375
ENSG00000007376		False	4.0	-761.75	656.4744378115571
ENSG00000007384		False	9.0	-702.0	747.8801151699827
ENSG00000007392	LUC7L	False	187.0	-422.7647058823529	339.7554613448966
ENSG00000007402	CACNA2D2	False	60.0	-201.03333333333333	251.62445341332696
ENSG00000007516	BAIAP3	False	5.0	-934.2	524.7233175684114
ENSG00000007520	TSR3	False	35.0	-297.1714285714286	499.98288460502243
ENSG00000007541	PIGQ	False	31.0	-217.25806451612902	404.96331715528896
ENSG00000007545	CRAMP1	False	25.0	-285.76	483.4968690694904
ENSG00000007866	TEAD3	False	20.0	-355.25	536.901748460554
ENSG00000007908	SELE	False	16.0	-167.75	102.63070934179497
ENSG00000007923	DNAJC11	False	172.0	-406.81976744186045	372.7164691202071
ENSG00000007933	FMO3	False	5.0	-190.4	218.16745861837418
ENSG00000007944	MYLIP	False	43.0	-189.46511627906978	167.33080296327785
ENSG00000007952	NOX1	False	9.0	-198.55555555555554	302.3089336391247
ENSG00000007968	E2F2	False	30.0	-250.96666666666667	361.11461553855105
ENSG00000008018	PSMB1	False	236.0	-411.0720338983051	325.45144509773223
ENSG00000008056	SYN1	False	38.0	-195.47368421052633	162.1152508884871
ENSG00000008083	JARID2	False	32.0	-406.09375	617.1528051957129
ENSG00000008086	CDKL5	False	23.0	-408.82608695652175	665.397080022207
ENSG00000008118	CAMK1G	False	8.0	-220.75	280.8695204182896
ENSG00000008128	CDK11A	False	100.0	-407.23	408.8261697836869
ENSG00000008130	NADK	False	68.0	-166.8235294117647	251.18272825928648
ENSG00000008196	TFAP2B	False	18.0	-334.44444444444446	563.706801471023
ENSG00000008197	TFAP2D	False	68.0	-248.83823529411765	309.43956030093943
ENSG00000008226		False	4.0	-175.25	139.37965238871848
ENSG00000008256	CYTH3	False	23.0	-488.2608695652174	802.1025206831109
ENSG00000008277	ADAM22	False	15.0	-585.7333333333333	781.4043312452835
ENSG00000008282		False	20.0	-486.05	692.8064285931532
ENSG00000008283		False	52.0	-198.32692307692307	309.18153250861974
ENSG00000008294	SPAG9	False	135.0	-401.9111111111111	443.56130256797934
ENSG00000008300		False	27.0	-233.03703703703704	502.6777541866995
ENSG00000008323	PLEKHG6	False	40.0	-209.425	200.08746681139226
ENSG00000008324	SS18L2	False	55.0	-185.14545454545456	210.99499504463202
ENSG00000008382		False	7.0	-334.2857142857143	210.22689394740985
ENSG00000008394	MGST1	False	102.0	-356.38235294117646	417.8217333565259
ENSG00000008405	CRY1	False	139.0	-385.6978417266187	244.29810350601744
ENSG00000008441	NFIX	False	26.0	-505.88461538461536	630.1423115775013
ENSG00000008513	ST3GAL1	False	22.0	-377.3636363636364	636.3009969170926
ENSG00000008516	MMP25	False	3.0	-585.0	301.73608777649827
ENSG00000008517	IL32	False	25.0	-195.04	241.7267018763132
ENSG00000008710	PKD1	False	31.0	-400.4516129032258	548.0819834312332
ENSG00000008735	MAPK8IP2	False	95.0	-230.3684210526316	263.839187569828
ENSG00000008838	MED24	False	83.0	-294.67469879518075	486.3372350821176
ENSG00000008853	RHOBTB2	False	24.0	-446.0833333333333	651.7557643695136
ENSG00000008869	HEATR5B	False	30.0	-724.1333333333333	801.7428820319449
ENSG00000008952	SEC62	False	448.0	-501.83482142857144	174.8965113440667
ENSG00000009307	CSDE1	False	142.0	-503.9225352112676	520.8440478379498
ENSG00000009335	UBE3C	False	141.0	-442.70212765957444	450.63305738352193
ENSG00000009413	REV3L	False	21.0	-414.23809523809524	555.5883115059983
ENSG00000009694	TENM1	False	15.0	-174.4	115.79971214702276
ENSG00000009709	PAX7	True	12.0	-252.91666666666666	243.25105629552547
ENSG00000009724	MASP2	False	7.0	-175.85714285714286	389.1013193689966
ENSG00000009765		False	6.0	-376.8333333333333	344.4688745816602
ENSG00000009780		False	15.0	-245.13333333333333	410.41586497383634
ENSG00000009790	TRAF3IP3	False	71.0	-194.38028169014083	121.25556368210209
ENSG00000009830	POMT2	False	50.0	-248.52	449.5171293732865
ENSG00000009844	VTA1	False	63.0	-325.4920634920635	450.8855087497312
ENSG00000009950	MLXIPL	False	12.0	-773.5	628.234364442655
ENSG00000009954	BAZ1B	False	115.0	-528.9391304347826	496.27291381914864
ENSG00000010017	RANBP9	False	162.0	-381.05555555555554	403.2926096674047
ENSG00000010030	ETV7	False	5.0	-85.6	63.20949295794106
ENSG00000010072	SPRTN	False	519.0	-639.6512524084778	123.4290719126947
ENSG00000010165	METTL13	False	52.0	-459.88461538461536	539.3659615998625
ENSG00000010219		False	16.0	-340.8125	293.34540620870473
ENSG00000010244	ZNF207	False	57.0	-484.5263157894737	441.188272070714
ENSG00000010256	UQCRC1	False	158.0	-439.7848101265823	479.28307934770095
ENSG00000010270	STARD3NL	False	40.0	-172.925	261.3014913371142
ENSG00000010278	CD9	False	42.0	-259.8333333333333	370.68578123890643
ENSG00000010282		False	17.0	-116.58823529411765	58.15097877232963
ENSG00000010292	NCAPD2	False	102.0	-472.19607843137254	519.0684536672061
ENSG00000010295		False	48.0	-206.20833333333334	219.81980862490278
ENSG00000010310	GIPR	False	1.0	-510.0	0.0
ENSG00000010318	PHF7	False	27.0	-296.44444444444446	393.64049525699573
ENSG00000010319	SEMA3G	False	4.0	-650.0	634.7913042882676
ENSG00000010322	NISCH	False	88.0	-428.70454545454544	413.2810005721099
ENSG00000010327	STAB1	False	9.0	-324.55555555555554	307.82177784162747
ENSG00000010361	FUZ	False	20.0	-260.75	319.46734966190206
ENSG00000010379		False	3.0	-310.0	17.281975195754296
ENSG00000010404	IDS	False	107.0	-191.3177570093458	110.15321514229144
ENSG00000010438	PRSS3	False	42.0	-309.14285714285717	282.95385552019167
ENSG00000010539	ZNF200	False	10.0	-646.1	844.3280701244038
ENSG00000010610	CD4	False	82.0	-332.8292682926829	243.5069891759031
ENSG00000010626		False	11.0	-113.45454545454545	105.48534033122039
ENSG00000010671	BTK	True	93.0	-365.7204301075269	369.4555530935256
ENSG00000010704	HFE	False	99.0	-179.27272727272728	138.2736868985621
ENSG00000010803	SCMH1	False	41.0	-183.9512195121951	173.93241625798814
ENSG00000010810	FYN	False	298.0	-444.8691275167785	242.05214574891684
ENSG00000010818		False	16.0	-647.0625	634.5643652095113
ENSG00000010932	FMO1	False	8.0	-85.625	69.07955106252501
ENSG00000011007	ELOA	False	153.0	-425.1307189542484	393.1045312064447
ENSG00000011009	LYPLA2	False	35.0	-474.57142857142856	586.7003268018417
ENSG00000011021	CLCN6	False	5.0	-648.6	600.9747415657333
ENSG00000011028	MRC2	False	50.0	-343.44	487.88064769982424
ENSG00000011052	NME1-NME2	False	170.0	-374.2176470588235	337.50528490031104
ENSG00000011105		False	6.0	-1183.3333333333333	545.2496879616
ENSG00000011114		False	6.0	-1085.6666666666667	860.7397335367347
ENSG00000011132	APBA3	False	55.0	-237.5818181818182	361.40451729878384
ENSG00000011143	MKS1	False	87.0	-255.26436781609195	232.76027131527675
ENSG00000011201	ANOS1	False	124.0	-247.9758064516129	245.99368808154927
ENSG00000011243	AKAP8L	False	136.0	-514.6323529411765	470.3868215569646
ENSG00000011258	MBTD1	False	36.0	-270.8333333333333	469.77456177286666
ENSG00000011260	UTP18	False	92.0	-547.5	492.7890125292621
ENSG00000011275	RNF216	False	43.0	-389.3488372093023	576.0254711632815
ENSG00000011295		False	100.0	-231.4	272.9998168497554
ENSG00000011304	PTBP1	False	269.0	-545.5315985130112	393.64577977021673
ENSG00000011332	DPF1	False	37.0	-146.94594594594594	151.7132690211313
ENSG00000011376		False	121.0	-304.02479338842977	364.2855219934608
ENSG00000011405	PIK3C2A	False	116.0	-459.2413793103448	508.67096303266635
ENSG00000011422	PLAUR	False	108.0	-248.25	277.2962757359663
ENSG00000011426	ANLN	False	913.0	-953.3986856516977	142.57725132050479
ENSG00000011451	WIZ	False	122.0	-390.04918032786884	395.1731069626845
ENSG00000011454	RABGAP1	False	133.0	-330.4736842105263	408.2624023310294
ENSG00000011465	DCN	False	21.0	-238.38095238095238	341.5691349096146
ENSG00000011478		False	56.0	-579.0357142857143	591.260275183615
ENSG00000011485	PPP5C	False	121.0	-457.97520661157023	483.39405178657637
ENSG00000011523		False	16.0	-340.125	606.7542619339398
ENSG00000011566	MAP4K3	False	61.0	-316.5245901639344	332.1939788124677
ENSG00000011590	ZBTB32	False	52.0	-150.76923076923077	113.114750344781
ENSG00000011600	TYROBP	False	67.0	-158.53731343283582	70.16831116173324
ENSG00000011638		False	45.0	-243.0888888888889	319.72521689880455
ENSG00000011677	GABRA3	False	24.0	-148.83333333333334	246.29126839758024
ENSG00000012048	BRCA1	True	1017.0	-1053.8849557522124	117.85827004882466
ENSG00000012061	ERCC1	False	44.0	-258.25	371.91367064023194
ENSG00000012124	CD22	False	18.0	-239.27777777777777	197.75287764602552
ENSG00000012171	SEMA3B	False	64.0	-314.53125	435.323908456034
ENSG00000012174	MBTPS2	False	11.0	-571.9090909090909	998.785121539295
ENSG00000012211	PRICKLE3	False	66.0	-298.1666666666667	366.89840817206044
ENSG00000012223	LTF	False	105.0	-318.8952380952381	331.5698281353495
ENSG00000012232	EXTL3	False	83.0	-217.18072289156626	284.14518368525205
ENSG00000012504	NR1H4	False	25.0	-343.96	415.454592464688
ENSG00000012660	ELOVL5	False	327.0	-416.4525993883792	144.41853269226323
ENSG00000012779	ALOX5	False	66.0	-201.9848484848485	271.062639100054
ENSG00000012817		False	2.0	-233.0	106.0
ENSG00000012822	CALCOCO1	False	58.0	-271.1896551724138	355.1591899948699
ENSG00000012963	UBR7	False	62.0	-268.7741935483871	403.92415526308247
ENSG00000012983	MAP4K5	False	63.0	-446.55555555555554	481.4165202412556
ENSG00000013275	PSMC4	False	217.0	-455.26267281105993	384.69670876042716
ENSG00000013288	MAN2B2	False	59.0	-185.66101694915255	218.69889602919704
ENSG00000013293		False	67.0	-147.29850746268656	79.57161702880181
ENSG00000013306		False	8.0	-640.625	557.2961370537212
ENSG00000013364	MVP	False	123.0	-408.0975609756098	346.0992717834155
ENSG00000013374	NUB1	False	32.0	-551.9375	641.5811005584173
ENSG00000013375	PGM3	False	43.0	-501.69767441860466	618.9853112764365
ENSG00000013441	CLK1	False	162.0	-303.141975308642	225.3194677764465
ENSG00000013503	POLR3B	False	75.0	-293.48	459.3743095414312
ENSG00000013523		False	43.0	-201.09302325581396	258.8835433570324
ENSG00000013561	RNF14	False	31.0	-218.29032258064515	211.3569360642716
ENSG00000013563	DNASE1L1	False	113.0	-254.38938053097345	329.67037529539084
ENSG00000013573	DDX11	False	46.0	-217.43478260869566	390.3754409246651
ENSG00000013583	HEBP1	False	17.0	-144.64705882352942	107.49552175431234
ENSG00000013619	MAMLD1	False	2.0	-1397.5	1256.5
ENSG00000013725	CD6	False	139.0	-272.89208633093523	184.39310099016592
ENSG00000013810	TACC3	False	114.0	-274.0877192982456	315.1935790991382
ENSG00000014123	UFL1	False	889.0	-929.310461192351	146.21908425108154
ENSG00000014164	ZC3H3	False	192.0	-318.6927083333333	220.95216382020703
ENSG00000014216	CAPN1	False	130.0	-368.4307692307692	358.3561386807508
ENSG00000014257	ACP3	False	125.0	-291.696	277.0814529772789
ENSG00000014641	MDH1	False	84.0	-416.6666666666667	483.3367487564055
ENSG00000014914		False	18.0	-260.8333333333333	234.8274188987876
ENSG00000015133	CCDC88C	False	36.0	-453.1388888888889	542.0651433165257
ENSG00000015153	YAF2	False	164.0	-363.8841463414634	253.2235924977015
ENSG00000015171	ZMYND11	False	63.0	-390.2063492063492	465.3993048722361
ENSG00000015285	WAS	True	66.0	-249.57575757575756	213.1518921081269
ENSG00000015413	DPEP1	False	63.0	-146.6031746031746	84.97049715487894
ENSG00000015475	BID	False	68.0	-341.5	470.40078343772296
ENSG00000015479		False	425.0	-542.8705882352941	276.0071605309541
ENSG00000015520		False	1.0	-234.0	0.0
ENSG00000015532	XYLT2	False	44.0	-199.63636363636363	194.7139032843608
ENSG00000015568	RGPD5	False	78.0	-247.71794871794873	278.52260864065835
ENSG00000015592	STMN4	False	28.0	-106.60714285714286	70.75023436897794
ENSG00000016082	ISL1	False	31.0	-273.19354838709677	500.9858293891148
ENSG00000016402	IL20RA	False	27.0	-163.14814814814815	121.5345412580015
ENSG00000016490		False	1.0	-700.0	0.0
ENSG00000016602		False	21.0	-159.33333333333334	183.83282605810078
ENSG00000016864		False	39.0	-173.5897435897436	149.54215904119977
ENSG00000017260		False	64.0	-403.3125	492.4300989417178
ENSG00000017427	IGF1	False	20.0	-189.15	342.32795313850727
ENSG00000017483		False	21.0	-221.42857142857142	232.17308228141871
ENSG00000017797	RALBP1	False	140.0	-292.8142857142857	182.37980722007754
ENSG00000018189		False	36.0	-278.5833333333333	439.13945994157456
ENSG00000018236	CNTN1	False	32.0	-152.71875	118.67135142247896
ENSG00000018408	WWTR1	True	43.0	-328.1162790697674	403.85337019605623
ENSG00000018510	AGPS	False	155.0	-398.9032258064516	388.5654140004435
ENSG00000018610	STEEP1	False	46.0	-597.304347826087	570.5883260347896
ENSG00000018625	ATP1A2	False	31.0	-291.7741935483871	340.00945998959224
ENSG00000018699	TTC27	False	76.0	-476.30263157894734	555.9455203273269
ENSG00000018869	ZNF582	False	3.0	-431.3333333333333	303.34285699335146
ENSG00000019102	VSIG2	False	26.0	-235.57692307692307	353.6813182118487
ENSG00000019144		False	22.0	-813.0	506.8364448401297
ENSG00000019169		False	4.0	-62.5	55.24717187331855
ENSG00000019186	CYP24A1	False	45.0	-175.64444444444445	146.97333931409398
ENSG00000019485		False	18.0	-497.55555555555554	715.9529176188289
ENSG00000019505	SYT13	False	4.0	-27.75	28.358199872347328
ENSG00000019549	SNAI2	False	33.0	-392.57575757575756	435.0253235612584
ENSG00000019582	CD74	True	130.0	-290.4307692307692	218.77613913142915
ENSG00000019991	HGF	False	35.0	-261.2	331.5066730636267
ENSG00000019995	ZRANB1	False	344.0	-471.81976744186045	212.9174888333711
ENSG00000020129		False	82.0	-316.890243902439	317.31134230216077
ENSG00000020181	ADGRA2	False	4.0	-176.75	81.46893579764007
ENSG00000020256		False	38.0	-440.2894736842105	576.6999542722522
ENSG00000020426	MNAT1	False	85.0	-302.67058823529413	369.52651383772957
ENSG00000020577	SAMD4A	False	36.0	-426.4166666666667	459.3848770669075
ENSG00000020633	RUNX3	False	49.0	-330.0204081632653	374.24200888751113
ENSG00000020922	MRE11	False	183.0	-469.8743169398907	391.88253864452645
ENSG00000021300		False	19.0	-189.26315789473685	216.0101952041453
ENSG00000021355	SERPINB1	False	42.0	-343.35714285714283	480.4647463123383
ENSG00000021461		False	16.0	-140.6875	133.56726711193127
ENSG00000021488	SLC7A9	False	3.0	-485.6666666666667	200.31031481734092
ENSG00000021574		False	31.0	-346.741935483871	565.1958249133478
ENSG00000021645	NRXN3	False	18.0	-215.77777777777777	391.1375938003794
ENSG00000021762	OSBPL5	False	35.0	-380.1142857142857	548.9222568648794
ENSG00000021826	CPS1	False	105.0	-456.8095238095238	455.62996881320885
ENSG00000021852	C8B	False	6.0	-55.666666666666664	60.78285576999123
ENSG00000022267	FHL1	False	81.0	-372.91358024691357	410.1317824204549
ENSG00000022277	RTF2	False	57.0	-385.7368421052632	464.0047083213851
ENSG00000022355	GABRA1	False	11.0	-285.72727272727275	278.38041039656866
ENSG00000022556	NLRP2	False	38.0	-276.6842105263158	340.8246273273071
ENSG00000022567		False	7.0	-682.7142857142857	890.4361233664762
ENSG00000022840		False	65.0	-388.4153846153846	426.606462221879
ENSG00000022976	ZNF839	False	6.0	-1193.6666666666667	589.1736208924798
ENSG00000023041		False	43.0	-172.25581395348837	229.45497536992286
ENSG00000023171		False	54.0	-330.25925925925924	484.8540897426689
