idx	rho	beta	gamma	method	metric	perf
0	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
0	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
0	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.1018758118596858
0	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
0	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
0	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08844080563267935
0	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
0	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
0	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09659187768453059
0	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
0	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
0	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.1117825178488422
0	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
0	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
0	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11137727108058897
0	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
0	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
0	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10506245041603528
0	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
0	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
0	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08877689387719483
0	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
0	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
0	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.093873205421736
0	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
0	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
0	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10905523247950841
0	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
0	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
0	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10861795939362015
0	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
0	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
0	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10160588196428819
0	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
0	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
0	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.086697732036736
1	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
1	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
1	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09745289262177549
1	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
1	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
1	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11061077120516656
1	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
1	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11322162641794248
1	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
1	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
1	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.1088253014108131
1	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
1	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09403091404450467
1	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
1	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
1	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09678564144857396
1	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
1	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
1	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11176881369540873
1	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
1	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11463372560038432
1	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
1	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
1	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11040592753107129
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09464222773059387
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09642630340237326
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11433375515240109
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11732592589053861
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11282295292877227
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0954442507539375
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.10353965323438771
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.1208754405130153
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.12287845357338897
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11683099970466539
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09784105180308722
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.10118165634796569
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.245
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11983045154769552
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.12088934260268715
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11394761472116936
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09425885687817884
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09379676305960283
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10562601223185597
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10810618262252633
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10292337408961953
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09201732299888282
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09296276463731001
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10615637454886678
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10785522024823004
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10435045959502748
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09168333858184445
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09302484118753285
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10954780688784999
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11132574973866852
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10647768141213884
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0941421691143183
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09935132577292688
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11365495319267027
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11599087699527279
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11136878449977239
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0963453154036763
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0954863980049834
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11256160479043809
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11410733811315366
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10872453222320813
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09254973721861093
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0883010331820808
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09827391502499758
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.09905367837023107
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09453801109511686
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08241224208478393
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08738200823290364
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09871421185651218
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10002811144041958
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09566019361966971
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08305761374195081
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08692903129184565
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10018935015404187
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10228348614659542
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09828916428284165
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08436170648899963
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0935407830104175
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10653384098098148
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.1085333747267396
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10350035342211744
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08781890136041404
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08996428577810812
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10589891590671607
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.35
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10788883049077162
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10188061994419449
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08525386490209709
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09942937035890102
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.1113213772724963
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11367718908158456
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.1094396086162365
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09810705501693581
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09820086162774819
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11210347038013169
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11490274588268587
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11067461122193739
