idx	rho	beta	gamma	method	metric	perf
13	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
13	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
13	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0954405981800936
13	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
13	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
13	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0953948872516384
13	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
13	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
13	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10989255523865239
13	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
13	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
13	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11238038683701705
13	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
13	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
13	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10841662631683893
13	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
13	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
13	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09482043021733297
13	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
13	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
13	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.1007099564454681
13	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
13	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
13	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11654488133747072
13	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.33
13	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
13	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11719011210429629
13	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
13	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
13	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11005788647026873
13	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
13	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
13	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09544994221091477
13	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
13	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
13	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09493725160293504
13	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
13	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
13	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11379499446618604
13	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
13	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
13	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11241775746744459
13	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
13	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
13	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10552084555004762
13	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
13	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
13	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09191481076667651
14	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
14	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
14	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09661754456469895
14	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
14	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
14	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10594268244586791
14	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
14	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
14	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10717615284418827
14	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
14	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
14	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10278677001963071
14	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
14	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
14	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09154210113574532
14	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
14	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
14	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09506084547862578
14	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
14	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
14	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10608943989630888
14	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
14	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
14	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10742443349681945
14	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
14	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
14	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10320479604751874
14	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
14	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
14	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0918658332605275
14	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
14	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
14	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09408948524923624
14	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
14	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
14	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10704562160428183
14	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
14	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
14	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10931869797064614
14	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
14	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
14	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10492630009231124
14	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
14	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
14	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09205504132158379
14	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
14	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
14	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09845959176228805
14	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
14	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
14	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11254931051420848
14	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
14	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
14	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.1136438856604215
14	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
14	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
14	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10690400976735691
14	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
14	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
14	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09169340548995408
14	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
14	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
14	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09206852671306068
14	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
14	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
14	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10751157050298313
14	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
14	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
14	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10711648366872481
14	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
14	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
14	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10051398345771968
14	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
14	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
14	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08659941067740491
15	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
15	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
15	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09563809902900584
15	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
15	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
15	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10478863047699336
15	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
15	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
15	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10532142304044897
15	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
15	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
15	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09993710085918438
15	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
15	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.15
15	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08662932231273969
15	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
15	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
15	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09434699022670177
15	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
15	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
15	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10490829134174817
15	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
15	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
15	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.1060590299355431
15	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
15	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
15	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10055563318288187
15	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
15	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.145
15	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08679767888112755
15	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
15	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
15	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09371796562779525
15	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
15	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
15	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10687877490806749
15	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
15	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
15	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10707240272524086
15	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
15	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
15	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10167842088595279
15	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
15	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.145
15	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08544877903786499
15	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
15	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
15	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09959081923087479
15	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
15	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
15	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11022514642770681
15	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
15	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
15	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10936469335349763
15	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
15	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
15	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10201102850956209
15	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
15	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.15
15	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0846956221851749
15	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
15	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
15	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09389268458005368
15	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
15	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
15	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10795025511026164
15	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
15	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
15	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10628819034232152
15	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
15	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
15	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09858559801908101
15	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.15
15	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
15	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08230548832891597
16	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
16	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
16	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09624752922613865
16	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
16	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
16	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10940871080977162
16	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
16	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
16	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11158057347457498
16	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
16	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
16	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10810866723407389
16	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
16	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
16	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09826862368799978
16	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
16	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
16	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09479444952169805
16	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
16	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
16	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10972072588092723
16	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
16	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
16	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11256612764283946
16	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
16	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
16	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10968586897163372
16	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
16	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
16	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09953621159554545
16	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
16	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
16	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09590085866871143
16	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
16	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
16	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11116676585060509
16	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
16	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.25
16	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11492653735312965
16	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.34
16	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
16	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11248913578365419
16	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.34
16	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
16	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.10082163743244248
16	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
16	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
16	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.10140844517558471
16	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.35
16	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.25
16	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11941127566218193
16	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.37
16	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.265
16	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.12237634198567472
16	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.39
16	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.25
16	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11890490960370269
16	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.36
16	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
16	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.10210558941668041
16	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
16	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
16	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0966972222564052
16	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.36
16	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.255
16	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11731806950723998
16	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.37
16	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.27
16	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11887341315736219
16	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.36
16	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.27
16	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11170651925834135
16	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
16	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
16	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09537732264174545
17	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
17	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
17	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.10148502577458775
17	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
17	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
17	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.11465712623574184
17	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
17	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
17	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11911545439636897
17	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
17	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
17	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11546856392960195
17	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
17	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
17	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.10390065356361154
17	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
