id	name	uKIN	RWR
ENSP00000276198	HTR2C	2.0643687114567034e-06	1.434412485624546e-05
ENSP00000276201	UPF3B	2.888928542187545e-06	2.845817510539652e-05
ENSP00000276202	DOCK11	3.2190841131613417e-06	1.6483063055386078e-06
ENSP00000276211	ARHGAP36	5.290827873107778e-06	9.642462655094804e-06
ENSP00000276218	GPR119	5.30606090125202e-06	4.496917177666674e-06
ENSP00000276241	CT55	1.1163164904221465e-06	7.131661380322483e-08
ENSP00000276297	DLC1	4.2397889330017585e-06	1.030283533819055e-05
ENSP00000276390	ATP6V1B2	2.118474663921439e-06	5.11273053101352e-06
ENSP00000276410	CHRNA6	2.5231975225929298e-06	3.1493242025744416e-06
ENSP00000276414	GNRH1	2.058938233205691e-06	1.3206545816411486e-05
ENSP00000276420	DOK2	4.442725233909091e-06	2.4032640045306302e-05
ENSP00000276431	TNFRSF10B	4.495312768198448e-06	2.5718298507686112e-05
ENSP00000276440	DOCK5	2.6467051388711863e-06	1.9963636542093647e-06
ENSP00000276449	STAR	9.411764750581966e-06	2.056289238412271e-05
ENSP00000276461		3.522971307297163e-06	4.219774720112835e-05
ENSP00000276533	GINS4	3.6797254641240494e-06	1.0198212909473952e-05
ENSP00000276569	ARMC1	6.73029117116057e-06	4.7506109735939986e-06
ENSP00000276571	CRH	2.1821150053984455e-06	1.4901127099258359e-05
ENSP00000276585	MRPS28	1.924202954695122e-06	7.2706466402592e-07
ENSP00000276590	LACTB2	9.477167226371595e-07	1.2869392883951046e-08
ENSP00000276594	PRDM14	2.016128729001628e-05	6.230283024234325e-05
ENSP00000276603	TERF1	2.8949810967668717e-06	3.0061947422870373e-05
ENSP00000276616	PSKH2	3.4367470083198923e-07	2.1078750866843135e-08
ENSP00000276651	DPYS	4.5961574572456585e-06	2.664330532742942e-06
ENSP00000276654	LRP12	6.825145705609022e-06	1.7097875450485656e-05
ENSP00000276659	RSPO2	0.000269927284602152	0.001695524537369584
ENSP00000276689	NDUFB9	4.782467665207361e-06	1.9165803012990575e-05
ENSP00000276692	TATDN1	9.790546692851143e-06	2.3743212301314867e-05
ENSP00000276893	UHRF2	1.922504062634506e-06	9.303841999183412e-07
ENSP00000276914	PLIN2	4.034710462468401e-06	1.2376278785410677e-05
ENSP00000276925	CDKN2B	7.5093770586419375e-06	5.256301093618585e-05
ENSP00000276927	IFNA1	3.617291428278324e-06	1.1077870631113945e-05
ENSP00000276943	IFNK	2.9750479541141517e-06	1.1282348252180486e-06
ENSP00000277010	SIGMAR1	8.842716098747191e-07	1.5719618214310473e-07
ENSP00000277120	NTRK2	5.041074291486089e-06	8.07554298126316e-05
ENSP00000277216	OR13C4	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000277309	OR1K1	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000277458	ASB6	1.9647506135464257e-06	1.347631257778791e-05
ENSP00000277517	IDI2	8.974008098988376e-06	7.369144724910372e-06
ENSP00000277540	DPH7	1.3513833486418384e-06	8.253093253430581e-08
ENSP00000277541		4.187744361978195e-06	0.0001258636496746022
ENSP00000277570	PROSER2	2.916995153746685e-06	4.807922982423076e-07
ENSP00000277575	USP6NL	5.6783974198954305e-06	1.2913479415572597e-05
ENSP00000277746	NRBF2	1.663218945102563e-06	6.321551654068951e-07
ENSP00000277865	GLUD1	6.650322441119986e-06	4.8491524957755394e-05
ENSP00000277895		4.967961794964412e-06	1.787722284211686e-05
ENSP00000277942	NPFFR1	2.0677788102942706e-06	1.3210959815906654e-05
ENSP00000278060	PAOX	2.4123500743226153e-06	1.0415501124778809e-05
ENSP00000278070	PPRC1	8.395288085988453e-06	5.088353486321762e-06
ENSP00000278193	LIN7C	3.249645437100272e-06	6.1023585386757455e-06
ENSP00000278198	LRRC4C	1.2474762289224312e-06	2.2298420754277362e-07
ENSP00000278222	SAA4	1.984987579167771e-06	7.851376404073816e-07
ENSP00000278282	SCGB1A1	1.1310070068242383e-06	9.938143011614015e-08
ENSP00000278314	ZNF214	5.38493429746731e-06	2.086778088536165e-06
ENSP00000278317	TNNT3	1.0283772318631148e-05	2.7460812348973294e-05
ENSP00000278319	ZNF215	5.38493429746731e-06	2.086778088536165e-06
ENSP00000278353	HSD17B12	6.730059675868321e-06	2.872417898082159e-05
ENSP00000278379	SLC1A2	2.1350625715539324e-06	1.8814451965878093e-07
ENSP00000278407	SERPING1	1.9663006143186475e-06	1.1287442479957043e-05
ENSP00000278409	OR5F1	1.1248643166365903e-06	2.6730400321682255e-08
ENSP00000278412	SSRP1	3.1374491789216486e-06	4.321263573149278e-05
ENSP00000278422	TMX2	1.3493835491503624e-06	9.01904330874197e-08
ENSP00000278483	HIKESHI	2.8361283066223424e-06	1.9920217353943375e-05
ENSP00000278559		1.0575478483720158e-06	2.4351877733457956e-07
ENSP00000278568	PAK1	2.7573395474407123e-06	5.765843611349505e-05
ENSP00000278572	RPS3	2.8696145007186275e-06	2.3094549408901748e-05
ENSP00000278616	ATM	1.1492053897293114e-05	0.0014671873608466896
ENSP00000278618	AASDHPPT	4.053402988521556e-06	9.870486497941057e-07
ENSP00000278671	LAMTOR1	1.962375989761329e-06	2.8460236399108373e-05
ENSP00000278715		4.0922938933974134e-07	3.882062650081126e-08
ENSP00000278742	ST14	1.0436676696975591e-06	5.654078522116695e-07
ENSP00000278823	MTA2	2.9691047163474858e-06	4.8237424335089574e-05
ENSP00000278826	TMEM138	1.5414858368295579e-06	5.378583449246026e-08
ENSP00000278840	FADS2	1.4686930871889712e-05	5.550148530041125e-05
ENSP00000278853	ZP1	2.86535899355668e-06	3.95093301161992e-07
ENSP00000278865	MS4A3	2.0433063599931363e-06	1.151154340224523e-05
ENSP00000278886	NINL	3.821899515756336e-06	3.4323804793848585e-05
ENSP00000278888	MS4A2	5.097474760414204e-06	4.2985890131815746e-05
ENSP00000278903	EI24	3.608905348377841e-06	1.097286961232203e-06
ENSP00000278919	FEZ1	1.0411909393977319e-06	3.270723309818083e-07
ENSP00000278927	ESAM	1.751620265522266e-06	5.059170760689226e-07
ENSP00000278935	CEP164	4.030787268837527e-06	6.714883849219675e-05
ENSP00000278947	SCN2B	4.609257619845447e-06	1.6472478968038504e-05
ENSP00000278980	COMMD7	2.1113564304258055e-06	1.6129662333208276e-05
ENSP00000279022	MYL9	6.993083262829612e-06	4.7472921538849044e-05
ENSP00000279036	PIGT	1.4242742505569428e-06	7.409624530650611e-07
ENSP00000279068	LSM14B	5.2304768028164876e-05	2.8223996308625215e-05
ENSP00000279101	CABLES2	5.6635780712238226e-06	6.0598633274123406e-06
ENSP00000279146	AIP	1.4550755338188651e-05	3.790889771667242e-05
ENSP00000279147	LTO1	1.3852117017092517e-06	4.949870306758439e-08
ENSP00000279168	GPHA2	2.1917286448325553e-06	1.4881653156429965e-05
ENSP00000279227	FERMT3	3.604072592841216e-06	5.3981964882298006e-05
ENSP00000279242	MRPL49	1.8871731988183637e-06	1.0944909851449948e-06
ENSP00000279249	CDC42EP2	2.7519482234695527e-05	4.494100745954001e-05
ENSP00000279263	TM7SF2	2.8343499013483543e-06	2.248382360981332e-06
ENSP00000279281	VPS51	3.9933838253699804e-06	1.962000825643848e-05
ENSP00000279387	PPP4C	3.175978582758863e-05	0.00022336138780789427
ENSP00000279392	HIRIP3	1.0083340610674038e-05	2.3177053524031955e-06
ENSP00000279441	MMP10	2.156782021545583e-06	1.0785011513983346e-06
ENSP00000279488	DUSP6	2.4061554271628325e-06	2.931718223557293e-06
ENSP00000279783	OR8K1	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000279791	OR5M9	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000279804	CTF1	1.6216998670074556e-05	6.193588334082447e-05
ENSP00000279873	ARID5B	8.656232011042006e-07	6.49921995397297e-08
ENSP00000280097	HNMT	3.902201030831306e-06	9.507775764995499e-07
ENSP00000280098	SPOPL	2.2015375101904722e-06	2.2044054847627092e-05
ENSP00000280154	PDCD4	3.301124870318461e-06	5.710161133103387e-06
ENSP00000280155	ADRA2A	2.2243329114826657e-06	1.5631099252561864e-05
ENSP00000280200	CD226	3.7581482905589923e-06	2.891497546468194e-06
ENSP00000280236	FSIP1	1.2633347799282955e-06	3.105620365103096e-07
ENSP00000280258	PRSS23	2.6582021320678002e-06	2.026761111659732e-05
ENSP00000280326	CCT5	5.210207933331647e-06	0.00013112074862586419
ENSP00000280333	DOCK1	3.043810542557809e-06	2.899606015335806e-05
ENSP00000280346	DLAT	4.579599938745282e-06	2.007458237224701e-05
ENSP00000280357	IL18	3.1923432451513076e-06	1.1791455576647763e-05
ENSP00000280358	TEX12	2.5590359483191387e-06	1.777818306529612e-05
ENSP00000280362	PTS	6.371307175854189e-06	1.336621704787022e-05
ENSP00000280377	USP15	2.8200606250211048e-06	1.6823012927373566e-05
ENSP00000280551	SEC24D	4.2686407466046065e-06	7.231013555553048e-05
ENSP00000280557	DENR	2.6422573760054422e-06	1.0932982972525508e-06
ENSP00000280605	TKTL2	2.0245561178079267e-06	2.7972039699310887e-06
ENSP00000280612	SLC7A11	1.6498028443580023e-06	1.0044464205345942e-07
ENSP00000280614	NOCT	1.0281787273890589e-05	9.383909422668956e-06
ENSP00000280665	DCP1B	1.3306788842036398e-05	6.859165026514328e-05
ENSP00000280684	KCNA6	1.0699691527000764e-06	7.679399684757749e-08
ENSP00000280700	NGLY1	1.8859369884802958e-06	2.216293706239589e-06
ENSP00000280701	OXSM	6.387310676468793e-06	4.063012060765289e-06
ENSP00000280706	LDHAL6A	3.5647591499532023e-06	4.5574537533621975e-06
ENSP00000280772	ANK3	3.7175428517574055e-06	3.071900172528749e-05
ENSP00000280904	DSC2	2.2026993915929494e-06	1.5520875506626515e-06
ENSP00000280979	AKAP6	6.863859921913123e-06	5.818698624184689e-06
ENSP00000281031	NDUFC2	2.8775547834684704e-06	4.1548598896965765e-06
ENSP00000281038	NARS2	3.494102880046976e-06	4.90362914024234e-07
ENSP00000281043	MYCN	0.0002810546281264509	0.0014962569330332035
ENSP00000281047	MSGN1	9.065170390763138e-06	2.2215416264383555e-06
ENSP00000281081	NUBPL	4.585858107912149e-06	1.3971316766664987e-06
ENSP00000281087	ATP6V1G3	2.182317582573329e-06	4.957167815249964e-06
ENSP00000281092	FER	4.283212891568192e-06	1.563942686499895e-05
ENSP00000281142	SCLT1	4.8157789921477875e-06	6.998522334388867e-05
ENSP00000281146	C4orf33	9.56170724938992e-07	1.4978175765530514e-08
ENSP00000281154	SLC25A31	2.869284677062491e-06	1.6263487462770173e-06
ENSP00000281156	KHDRBS2	1.1162703833274487e-05	2.0965242996976555e-05
ENSP00000281171	PTPRO	1.5188527152775385e-05	2.320279793991288e-05
ENSP00000281172	EPS8	3.686025835322281e-06	1.4375710095655776e-05
ENSP00000281182	ACAD8	3.2145929286352458e-06	7.734655038157425e-07
ENSP00000281187	VPS26B	1.6129766490792649e-06	6.824981557637736e-07
ENSP00000281243	QDPR	4.405669527432061e-06	4.613775089080876e-06
ENSP00000281317		2.7904008038582384e-06	1.9104336742835476e-07
ENSP00000281321	POU4F2	4.481413417320007e-06	3.3324094357070206e-06
ENSP00000281382	PIGF	1.0499514494961475e-06	2.391008987132522e-07
ENSP00000281419	ASAP2	2.247766529942616e-06	5.450684177500247e-06
ENSP00000281453	CENPU	4.498182168812197e-06	0.00019406479240399594
ENSP00000281456	SLC25A4	6.529438434556424e-06	6.0860656195571964e-05
ENSP00000281474		2.6168283015515342e-06	6.161168178349427e-06
ENSP00000281513	NBAS	2.679643687573624e-06	1.0834126764370393e-05
ENSP00000281537	TJP1	5.848920534013223e-06	5.793434663618309e-05
ENSP00000281543	GUF1	9.63657201084677e-07	4.042937068578264e-09
ENSP00000281589	PABPC3	2.686842750773114e-06	6.79445521696808e-07
ENSP00000281623	FBXO4	1.9203107608827575e-06	1.3498149061061522e-05
ENSP00000281701	NVL	2.9226894946796535e-06	1.2006032882725964e-05
ENSP00000281708	FBXW7	9.246960962071821e-06	0.0014666958484993494
ENSP00000281741	TXNDC16	1.715089398601682e-05	1.2706230557793479e-05
ENSP00000281806	MCHR2	2.177493357061571e-06	1.895936920319609e-05
ENSP00000281821	EPHA4	5.614677508739683e-06	3.707122214309402e-05
ENSP00000281828	FARSB	3.094177567306319e-06	1.4923952785915775e-06
ENSP00000281830	KCNE4	3.707311038820484e-06	4.0160237297911145e-06
ENSP00000281834	TNFSF4	3.4750816538595566e-06	6.627951039147913e-07
ENSP00000281871	MZT2B	3.7848495756314526e-06	2.8267737255007155e-05
ENSP00000281928	MED13L	9.583872478502524e-06	6.760376982200734e-05
ENSP00000281938	HSPB8	1.490677481266938e-06	7.465275434591078e-07
ENSP00000281950	GEMIN6	2.7502108853044973e-06	1.0286487702412624e-05
ENSP00000282007	ZC3H13	1.6965741413844656e-05	0.00011486843502236421
ENSP00000282018	CYSLTR2	1.5269784680662493e-05	0.0011812790934534428
ENSP00000282020	GRID2	2.5849598488138096e-05	8.196919141534267e-05
ENSP00000282030		7.354335784152556e-05	4.0590251771225324e-05
ENSP00000282032	ARL14EP	6.49020123342147e-06	3.2719261743370745e-06
ENSP00000282058	HAUS1	3.770594368053757e-06	3.424984074489192e-05
ENSP00000282074	SPC25	1.9086425526676343e-06	1.8692804512770947e-05
ENSP00000282091	PTH	2.189072266225804e-06	1.4894936619815021e-05
ENSP00000282096	PDE3B	1.7372275976438513e-06	1.1434836650011389e-05
ENSP00000282111	TCF7L1	3.741515573700765e-06	4.7861348794215625e-05
ENSP00000282141	CRYGC	1.1263798253619686e-06	6.73983425756428e-07
ENSP00000282185	ATG10	1.810755799801489e-06	6.346042909246179e-07
ENSP00000282249	GUCY1A2	2.653933490985053e-06	7.1377571692331175e-06
ENSP00000282251	CWF19L2	2.726266756821895e-06	7.583591292581059e-07
ENSP00000282272	ANKRD44	5.1491232910188144e-05	7.514608671523958e-05
ENSP00000282276	MARS2	2.9571815308993757e-06	6.131539141988114e-07
ENSP00000282282	ZNF547	5.38493429746731e-06	2.086778088536165e-06
ENSP00000282292	ZNF773	5.38493429746731e-06	2.086778088536165e-06
ENSP00000282296	ZNF551	5.38493429746731e-06	2.086778088536165e-06
ENSP00000282308	ZNF256	5.38493429746731e-06	2.086778088536165e-06
ENSP00000282326	ZSCAN1	5.369977526898274e-06	6.502578718678904e-07
ENSP00000282344	USP12	2.940262850580012e-06	6.320099595477361e-06
ENSP00000282356	CAMK4	1.8043084968245965e-06	9.238315980482314e-06
ENSP00000282369	TRIM36	1.967135189205911e-06	1.247176155349108e-05
ENSP00000282382	TMED7-TICAM2	1.2568829446064448e-06	2.0898973511474907e-07
ENSP00000282388	ZFP36L2	2.4667652377103856e-06	1.292355566639124e-06
ENSP00000282397	FLT1	3.340592224311055e-06	3.310923869078302e-05
ENSP00000282412	PPM1B	4.645920452647133e-06	2.4982725454148667e-05
ENSP00000282486	MBNL1	4.1326470121539685e-06	5.1079583653151374e-06
ENSP00000282499	GRIA4	2.911059468536219e-06	2.2895888989570875e-05
ENSP00000282516	NIPBL	2.211956785493594e-06	6.569051475254269e-06
ENSP00000282538	GADL1	6.6475926617801166e-06	2.335348541953625e-05
ENSP00000282541	GPD1L	1.7886711185308376e-06	1.4825024230600502e-06
ENSP00000282561	GJA1	2.2126748260065e-06	1.762336800070273e-05
ENSP00000282572	CCNO	2.23230485741907e-06	4.035369430670002e-07
ENSP00000282588	ITGA1	3.275322679114898e-06	4.270360752199939e-05
ENSP00000282611	CATSPER3	3.6535576802152555e-06	1.2307368488486253e-05
ENSP00000282633	WASHC2A	1.6029836503276924e-06	2.5782754517393966e-07
ENSP00000282670	DYNLT5	2.6891673646723017e-06	4.2425488302902764e-06
ENSP00000282728	HHEX	5.9098784111044976e-05	4.1232863954370136e-05
ENSP00000282841	GGPS1	2.8669284207994896e-06	3.2659898546219123e-06
ENSP00000282849	ADAMTS18	2.8744889427417333e-06	1.1895038033334628e-06
ENSP00000282878	RAB3C	1.909395749436453e-06	3.282242123127203e-06
ENSP00000282892	MED21	8.192976073018664e-06	6.820588969485422e-05
ENSP00000282903	PLOD2	9.664917995407296e-06	3.0101416527546875e-05
ENSP00000283006	CENPH	1.699122240780538e-06	1.8830720796208843e-05
ENSP00000283027	NUBP1	6.438093436882977e-06	1.3791747500569366e-05
ENSP00000283033	TXNDC11	1.9427401458880313e-06	1.0261955961538463e-06
ENSP00000283109	RIOK2	2.750958131957462e-06	5.32307302845487e-06
ENSP00000283131	SMARCA5	3.6427976233506658e-06	8.02526392209151e-05
ENSP00000283147	BMP6	1.8103812921793387e-05	3.476200830050134e-05
ENSP00000283148	UXS1	2.513559198622565e-06	1.0203957232831782e-07
ENSP00000283179	HNRNPU	4.502369280589539e-06	0.00015466291218124207
ENSP00000283195	RANBP2	1.1031589351259596e-05	0.0013415983901359973
ENSP00000283225	OR14K1	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000283228	PTPRR	3.3094120276785836e-06	4.0824344426516e-06
ENSP00000283243	PLA2R1	1.5379240833788894e-06	1.8371240683641715e-07
ENSP00000283249	ITGB6	3.1221199186612826e-06	2.6560378583962746e-05
ENSP00000283254	SCN3A	4.287477870549691e-06	9.399847621485461e-06
ENSP00000283285	CD96	4.9955716249139406e-06	1.3280349368947428e-06
ENSP00000283290	ATG3	2.3343177564074803e-06	6.680060815410839e-06
ENSP00000283296	ADGRF5	1.5292545812985416e-06	1.4876538755896366e-07
ENSP00000283309	FRMD1	3.85204397135182e-05	3.867913583149623e-05
ENSP00000283351	TRAPPC8	2.3275010598662096e-06	1.805377943034832e-06
ENSP00000283415	LPCAT1	3.446119850567639e-06	5.4159874259685535e-05
ENSP00000283629	UBP1	6.963319260652451e-07	2.5878587701523333e-07
ENSP00000283632	RMND5A	2.124919415224082e-06	1.6410171652997628e-06
ENSP00000283646	RPIA	1.7410436613874274e-06	5.105911746024196e-07
ENSP00000283752	SERPINB3	2.167323919849441e-06	1.8782197221208986e-05
ENSP00000283871	HGD	3.4390746901236436e-06	5.803321520697229e-07
ENSP00000283875	GTF2E1	2.4690537010615986e-06	4.191867455635744e-05
ENSP00000283882	CFDP1	3.4238761834668787e-06	1.973557242557135e-06
ENSP00000283921	HOXA10	1.4664710313126438e-05	1.3165386424521532e-05
ENSP00000283928	JAZF1	0.000423519229329053	0.0014661452691813752
ENSP00000283946	FBXO36	9.588285778649937e-07	4.95801247755814e-08
ENSP00000284000	CEBPG	2.1201676163776793e-05	4.043981775419146e-05
ENSP00000284061	DGKE	1.538757105225495e-06	5.034683982783743e-07
ENSP00000284073	MSI2	0.0007417952006594105	0.0017804466399136162
ENSP00000284110	HS3ST3A1	9.280492185695431e-06	1.6937277819859116e-05
ENSP00000284116	GDPD1	2.376570592021257e-06	9.794591376784192e-07
ENSP00000284136	SEMA3D	5.080385328351596e-06	2.7286198554907422e-06
ENSP00000284142	ASB17	1.971419710389416e-06	1.3493143930739453e-05
ENSP00000284154	GRAP	6.689636125018365e-06	9.329774755824904e-06
ENSP00000284240	THY1	1.6690826694103838e-06	1.658017052679595e-05
ENSP00000284245	C16orf74	1.0731714966647575e-06	2.9932854436614125e-07
ENSP00000284273	UBASH3B	6.303968048801909e-06	5.736993447063797e-06
ENSP00000284274	OTULIN	2.4718402174284008e-06	2.13735672433911e-06
ENSP00000284287	OR8A1	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000284292	NRGN	8.05697851737519e-07	1.1139458073318884e-07
ENSP00000284311	GPR15	2.191728644832554e-06	1.4881653156429965e-05
ENSP00000284320	TOMM70	3.4935335076346053e-06	6.005251822013706e-06
ENSP00000284322	ABI3BP	1.5130369281437403e-06	1.8154677399707708e-07
ENSP00000284382	CERS3	1.5462635228701427e-06	1.3177862684129322e-06
ENSP00000284437	C4orf19	5.991334950719395e-06	2.7842440618447163e-06
ENSP00000284440	UCHL1	1.3640072260589697e-06	1.0114470269049326e-06
ENSP00000284476	DISP1	4.876718258163587e-06	1.4163786631955862e-06
ENSP00000284503	NEIL2	2.9180095906977134e-06	1.8834990468379815e-06
ENSP00000284509	ATP8B4	2.263417936173038e-06	2.109813794112636e-05
ENSP00000284523	WNT3A	8.422994206016044e-06	9.372154745009786e-05
ENSP00000284551	TRIM11	1.971101968348481e-06	1.2497134174668642e-05
ENSP00000284601	PPP1R3A	1.3771897950323548e-06	1.8336428945395283e-06
ENSP00000284629	ASZ1	4.548875440078082e-06	3.5707000587794964e-06
ENSP00000284637	SH3RF1	1.97188714163877e-06	1.2645163325221642e-05
ENSP00000284669	KLHL41	1.971344743200353e-06	1.3471978315936876e-05
ENSP00000284719	OLA1	1.650774983697874e-06	6.67968534513135e-06
ENSP00000284727	ATP5MC3	2.1834026011949e-06	1.7252682175092987e-06
ENSP00000284770	PDLIM3	1.5750534970621866e-06	1.0482038271675384e-07
ENSP00000284818	LY96	2.44186531490084e-06	2.047628920052249e-05
ENSP00000284878	CXADR	7.19775203076135e-07	5.294196090171418e-08
ENSP00000284885	TMPRSS15	2.53331061709523e-07	2.3302531339085245e-08
ENSP00000284981	APP	1.742634542306639e-06	2.8278709355503162e-05
ENSP00000284984	ADAMTS1	2.8268228517245848e-06	1.4129850638036729e-06
ENSP00000284987	ADAMTS5	2.9555620268484075e-06	1.7231441209073335e-06
ENSP00000284995	TSEN2	4.04101358087428e-06	3.945123677052465e-06
ENSP00000285018	WNT7A	1.2819836288329914e-05	6.679773507967426e-05
ENSP00000285021	XPC	3.53091319660969e-05	0.0017616603026963083
ENSP00000285039	MYO5B	1.8455678329005832e-06	7.549266434764621e-07
ENSP00000285071	FLCN	0.00042772414633004876	0.0012131910558604696
ENSP00000285093	ACAA2	3.630820720455229e-06	7.040822508041669e-06
ENSP00000285116	SKA1	1.9005577519530616e-06	1.857156033234583e-05
ENSP00000285199	USP43	3.5101332491089186e-06	1.1018386471554815e-05
ENSP00000285208	RAB6B	2.563712424308555e-06	1.9669774853279857e-05
ENSP00000285238	ABCC3	2.1706879941966168e-06	5.364415548976489e-07
ENSP00000285298	MRPS17	1.9339336200644247e-06	6.013915626558796e-07
ENSP00000285311	DKK2	6.7413202345183745e-06	4.60379510841192e-06
ENSP00000285379	CA2	1.0394936904863669e-05	2.7448736681211613e-05
ENSP00000285393	ATP6V0D2	2.162157850191007e-06	5.063237136646628e-06
ENSP00000285398	ERCC3	1.3819312496799009e-05	0.0011895180009252968
ENSP00000285402	ODF1	1.1251188651204377e-05	1.8638964153578092e-06
ENSP00000285407	KLF10	4.5430531352013055e-06	1.8968748315697712e-06
ENSP00000285419	PIP4P2	2.2453907240779935e-06	5.591560749053075e-06
ENSP00000285420	OTUD6B	2.042205469517823e-06	8.341683959426237e-07
ENSP00000285518	AGPAT5	1.6043507334505865e-06	1.04897600129802e-06
ENSP00000285599	MAN2B2	9.95576992855019e-07	1.1624967240588503e-07
ENSP00000285600	OR4K1	1.1248643166365905e-06	2.673040032168225e-08
ENSP00000285667	HSPA13	2.7860675913811404e-06	2.1623518260022713e-05
ENSP00000285697	C16orf87	1.1646996613177326e-06	3.305706403215144e-07
ENSP00000285735	RHOC	4.997714500811379e-06	0.00010062998336345715
ENSP00000285737	LONP2	2.3292647500135505e-06	1.2460222833124761e-05
ENSP00000285805	TRIM74	1.1151870637474309e-06	3.674934358897286e-08
ENSP00000285814	NIFK	3.05107894992415e-06	9.056621540306884e-06
ENSP00000285873	GEMIN5	2.753976332285404e-06	1.0295988366783403e-05
ENSP00000285930	AKR1B1	3.5066076737893113e-06	2.081262470912183e-05
ENSP00000285947	SETD9	2.5922509556307916e-06	1.0087167156597812e-06
ENSP00000285949		7.982354039280659e-06	1.737795647691685e-05
ENSP00000285968	NUP205	2.7321300290228106e-06	2.0153043939462547e-05
ENSP00000285979	CYP2C18	5.60697746744792e-06	8.450824805318299e-06
ENSP00000286049	XAGE2	3.6420038877117595e-06	6.48785188480938e-07
ENSP00000286063	PDE11A	2.6093026429189217e-06	2.728190750957169e-06
ENSP00000286070	RBM45	1.4059454886369762e-06	1.429131468161935e-07
ENSP00000286091	PDIA4	1.8533036928013577e-06	4.900829593557754e-07
ENSP00000286175	PPIL3	3.157577095803321e-06	2.348031743615413e-05
ENSP00000286186	CASP10	5.1659085131969434e-06	5.861275641885119e-05
ENSP00000286201	FZD7	6.4044132422964975e-06	1.691966593364908e-05
ENSP00000286234	DEPTOR	5.663917447998632e-06	3.26436925969081e-05
ENSP00000286298	SLC26A2	2.157506884166274e-06	2.5884046245373444e-08
ENSP00000286301	CSF1R	6.140053802346087e-05	0.0016715820228005778
ENSP00000286307	LSM11	2.62864678170205e-06	1.1905598165923218e-05
ENSP00000286317	MED7	9.58387247850252e-06	6.760376982200734e-05
ENSP00000286355	ADCY8	1.968721935316593e-06	1.7633208259605482e-05
ENSP00000286364	RASA2	3.2337747512571463e-06	1.1858361053681202e-05
ENSP00000286371	ATP1B3	2.4958715036335914e-05	5.320989361936294e-05
ENSP00000286398	SMC2	4.1644736497630125e-06	4.541903157110257e-05
ENSP00000286428	VBP1	3.0872293166251615e-06	1.4410394191473707e-05
ENSP00000286479	NAT2	3.3047705421989695e-06	6.103176802455312e-07
ENSP00000286523	MIDEAS	1.510613698429935e-06	3.839518401415616e-07
ENSP00000286548	GNAQ	1.7317935925581245e-05	0.0019232874467942757
ENSP00000286574	WIF1	0.00013066566713578433	0.0014798127723290512
ENSP00000286614	MMP16	1.920793993484428e-06	3.409049593312539e-07
ENSP00000286621	ADK	5.440334895369681e-06	3.040090972269606e-05
ENSP00000286628	KCNMA1	4.840078700332784e-06	1.1887524767755254e-05
ENSP00000286639	BATF	6.414411078580561e-06	1.0656199353305323e-05
ENSP00000286648	DCK	6.109573363896717e-06	3.067231361711224e-05
ENSP00000286657	ADAMTS3	5.285746400617987e-06	1.8369998371879793e-05
ENSP00000286713	STOM	1.9461645294944475e-06	2.059541994472992e-05
ENSP00000286744	ADAMTSL3	2.8634448949322356e-06	1.0479822347600038e-06
ENSP00000286758	CXCL13	2.2814457445807413e-06	1.553267583336254e-05
ENSP00000286760	WHAMM	1.7203496432376538e-05	1.311428360796336e-05
ENSP00000286788	CCT8	3.4662257374598047e-06	0.00012337469778155542
ENSP00000286794	NAA11	8.107367080449676e-06	5.0839457851794635e-06
ENSP00000286808	CLDN17	2.7805320476239285e-06	1.1781842576344685e-06
ENSP00000286827	TIAM1	2.7266165565455055e-06	2.1767577090355148e-05
ENSP00000286835	SCAF4	3.645709044632126e-06	4.03000734262326e-06
ENSP00000286918	ANKRD9	1.9224945606874134e-06	6.575001002722863e-06
ENSP00000287020	GDF6	2.198456093504685e-05	2.157740329000912e-05
ENSP00000287025	MTERF3	1.3830322194051685e-06	7.616901083206796e-07
ENSP00000287042	KCNS2	2.387186217527055e-06	5.22134733872114e-07
ENSP00000287078	TYSND1	2.3825737344915367e-06	1.0599073613116262e-05
ENSP00000287097	CD109	1.3295999257121281e-06	4.01050933734795e-07
ENSP00000287139	NODAL	1.4399937841099714e-05	3.661993277605048e-05
ENSP00000287143	PRG3	2.232188616419121e-06	1.6234929656888313e-05
ENSP00000287152	KIF6	2.649901977988463e-06	1.1382112478094268e-05
ENSP00000287156	UBE2L6	1.9010668144974711e-06	1.3989961606551018e-05
ENSP00000287169	ZDHHC5	4.4923379806922834e-07	3.31173266481228e-08
ENSP00000287239	KAT6B	0.0004690798549431009	0.001595317561849369
ENSP00000287295	AIFM1	6.136287143400533e-06	2.4144228315135333e-05
ENSP00000287322	BAG4	3.620970582485358e-06	4.3603755482726524e-05
ENSP00000287380	TBC1D31	2.511051843378824e-06	2.525606280744221e-07
ENSP00000287394	ATAD2	3.538107192329695e-06	3.7493224527175648e-06
ENSP00000287437	NSMCE2	3.1581393248885124e-06	7.819512617968846e-06
ENSP00000287461	ZNF689	3.5622943464512176e-06	2.0990523668282895e-06
