id	name	uKIN	RWR
ENSP00000210060	DHPS	1.722496448852865e-06	4.056079936188992e-07
ENSP00000210187	RAB26	2.1242668903038054e-06	2.952967092193689e-06
ENSP00000210313	PSMD5	2.073366686250377e-06	3.76108678410738e-05
ENSP00000210444	NANS	1.3484539153708966e-05	2.987914778540973e-05
ENSP00000210633	SEMA4G	3.7016060854295836e-06	1.6899229301381151e-06
ENSP00000211122	GSTA3	4.3478621715513935e-06	5.36734513823314e-06
ENSP00000211287	MAPK13	5.528511601024289e-06	0.0001387026581030609
ENSP00000211936	ZNF184	5.38493429746731e-06	2.086778088536165e-06
ENSP00000211998	VCL	2.5933407417508076e-06	5.691150513704525e-05
ENSP00000212015	SIRT1	3.0920095532637144e-06	8.919056475566722e-05
ENSP00000212355	TGFBR3	7.944824041455735e-06	2.411186837069166e-05
ENSP00000214869	TMED1	2.53803909972926e-06	9.976864226360102e-07
ENSP00000215057	MZF1	1.7642466104615572e-05	9.743030007461696e-06
ENSP00000215071	PSMD8	2.0769059113970847e-06	3.7689868264355634e-05
ENSP00000215095	STX1B	3.1776000997326017e-06	1.5140578476687495e-05
ENSP00000215368	EFNA2	6.44690631758003e-06	3.964511960195592e-05
ENSP00000215375	ATP5F1D	2.1226925748323293e-06	1.981773580773537e-06
ENSP00000215530	FGF22	4.836628210997466e-06	4.968709984502149e-05
ENSP00000215565	NDUFB7	4.4505034694597184e-06	4.527179198385104e-06
ENSP00000215567	TECR	2.1158381408249516e-06	4.411251479882893e-06
ENSP00000215570	TIMM13	7.725681890371392e-06	3.29994386020617e-05
ENSP00000215574	CDC34	1.943706771104458e-06	1.3540764701806437e-05
ENSP00000215631	GADD45B	1.0235112806580886e-05	3.478915235247078e-05
ENSP00000215637	MADCAM1	2.181314715050097e-06	1.5976222932012729e-06
ENSP00000215659	MAPK12	6.354301107158683e-06	0.00016725284947659085
ENSP00000215727	SERPIND1	2.4828181348974717e-06	1.9910041539000695e-05
ENSP00000215730	SNAP29	2.037393671346162e-06	1.691959149365535e-05
ENSP00000215739		5.598692690301109e-06	2.825794697171059e-06
ENSP00000215742	THAP7	9.24925672157508e-07	1.6007666038892576e-07
ENSP00000215743	MMP11	1.909364145868614e-06	5.084233128760047e-07
ENSP00000215754	MIF	4.005747894462381e-06	1.3849513658539421e-05
ENSP00000215781	OSM	1.51204477090139e-05	8.595662441653877e-05
ENSP00000215793	SF3A1	4.302172216142134e-06	0.00010299416209593209
ENSP00000215794	USP18	1.930074958353759e-06	4.818436640104458e-06
ENSP00000215829	SNRPD3	3.2864090068872444e-06	4.910033614227471e-05
ENSP00000215832	MAPK1	8.044194621854605e-06	0.0017607447427941995
ENSP00000215838	TCN2	1.9585090416634398e-05	6.779475787981697e-06
ENSP00000215885	PLA2G3	3.7758963233593576e-06	3.673360753866601e-06
ENSP00000215904	PDXP	1.7909593754355653e-06	2.1791786709022058e-07
ENSP00000215909	LGALS1	2.632713720734313e-06	2.1029632811069243e-05
ENSP00000215939		1.9396492554607968e-07	6.193210353345196e-09
ENSP00000215957	MICALL1	2.2118941070112e-06	3.5530523673961027e-06
ENSP00000215980	CENPM	1.7161857074628954e-06	1.8724380460260605e-05
ENSP00000216024	DMC1	3.5156493929379872e-06	2.0264333706292706e-05
ENSP00000216027	HSCB	5.119037486233884e-06	2.5697680157410023e-05
ENSP00000216034	TOMM22	3.692354733874706e-06	7.663693882422341e-06
ENSP00000216037	XBP1	2.281092967384708e-05	7.253851360195764e-05
ENSP00000216038	RTCB	1.023167479307781e-05	9.358467572601226e-06
ENSP00000216039	JOSD1	1.4180976416602315e-06	5.506645789941874e-08
ENSP00000216044	GTPBP1	2.3117387882640192e-06	9.812279053603637e-07
ENSP00000216068	DNAL4	2.3783018741085697e-06	7.511141087732028e-06
ENSP00000216071	C22orf31	1.341279015764338e-06	2.0895170805407072e-07
ENSP00000216075	MIOX	2.1593912870126118e-06	1.8918723173962523e-06
ENSP00000216101	RASL10A	0.00017386480885083454	0.0002103573450908369
ENSP00000216106	HMGXB4	2.8637627344557477e-05	8.423573124450388e-05
ENSP00000216115	BIK	7.64778700311488e-06	1.2142185216959796e-05
ENSP00000216117	HMOX1	5.846426594049712e-06	2.78178947279904e-05
ENSP00000216122	MCM5	2.9462596182908587e-06	1.889959389049591e-05
ENSP00000216124	ARSA	2.7033807790962425e-06	3.543300377550386e-05
ENSP00000216127	RASD2	4.635500980972744e-06	2.368917973882672e-06
ENSP00000216129	TTLL12	4.188161864795952e-06	1.931080758851201e-05
ENSP00000216133	CBX7	3.618478682719002e-06	3.5565822567796276e-05
ENSP00000216139	ACR	1.799445763949515e-06	4.0827406962989127e-08
ENSP00000216160	TAB1	4.706526167743085e-06	7.66712651299779e-05
ENSP00000216180	PNPLA3	4.918781426380831e-06	7.259075465325628e-06
ENSP00000216181	MYH9	4.3946986173165044e-05	0.0016855753515679693
ENSP00000216185	TXN2	4.979262892863136e-06	9.447084009295845e-06
ENSP00000216190	EIF3D	3.1305539436851345e-06	1.748620944715774e-05
ENSP00000216218	ST13	1.939435023800132e-06	2.7910571997132836e-06
ENSP00000216223	IL2RB	2.7582239877517227e-06	2.9641667210629102e-05
ENSP00000216225	RBX1	1.943926499952382e-06	3.489467001374396e-05
ENSP00000216237	L3MBTL2	2.848415748042255e-06	9.235118249949402e-06
ENSP00000216252	PHF5A	3.388332951503428e-06	2.9454730597996614e-05
ENSP00000216254	ACO2	7.050743058560414e-06	6.255135259393947e-05
ENSP00000216259	PMM1	1.3206229704178954e-06	1.4112430766702086e-07
ENSP00000216264	CERK	1.6486417144372421e-06	1.5243169706644735e-06
ENSP00000216267	BRD1	2.8910518337577656e-05	0.00018365792550954045
ENSP00000216271	HDAC10	2.0119492528995283e-06	1.940604578870117e-05
ENSP00000216274	RIPK3	3.7351584168955054e-06	3.665997087344121e-05
ENSP00000216277	PAPOLA	3.2700061541346826e-06	2.483527480632672e-05
ENSP00000216286	NID2	2.3916215436456348e-06	1.1345429606038295e-06
ENSP00000216294	SNAPC1	2.8914297457812496e-06	1.2867535619536119e-05
ENSP00000216297	SUPT16H	3.0432251410128075e-06	4.856535821306997e-05
ENSP00000216330	FKBP3	5.425499391895008e-06	7.874656671538677e-06
ENSP00000216336	CTSG	1.9111090381855317e-06	1.8557012227548918e-05
ENSP00000216338	GZMH	1.6202562054913384e-06	8.451696829283314e-07
ENSP00000216341	GZMB	3.29548448904369e-05	0.00039890647846399984
ENSP00000216366	AP4S1	1.974698630356103e-06	1.3372828396000023e-06
ENSP00000216367	POLE2	3.6258845386268403e-06	4.947918521548337e-05
ENSP00000216373	SOS2	2.8031114954405437e-06	2.0929926547753637e-05
ENSP00000216392	PYGL	1.0887372182462373e-06	1.241498515145253e-06
ENSP00000216410	GNPNAT1	8.320524327085303e-06	2.551754222657461e-05
ENSP00000216416	CNIH1	3.1165506392692406e-06	2.0756113817878963e-05
ENSP00000216442	ATP6V1D	1.857920755005822e-06	1.2527773175469534e-05
ENSP00000216452	PIGH	7.021575044283033e-07	1.091556875758449e-07
ENSP00000216455	PSMA3	2.014925439738511e-06	3.880393449993851e-05
ENSP00000216465	GSTZ1	6.723278266030983e-06	2.6990541644960334e-06
ENSP00000216479	AHSA1	2.9235304065938417e-06	8.968463436360911e-06
ENSP00000216484	SPTLC2	2.099517759528369e-06	1.2624599299746647e-06
ENSP00000216487	RIN3	2.051433491427572e-06	8.334904033047401e-07
ENSP00000216492	CHGA	1.322946564351593e-06	7.992065268989973e-08
ENSP00000216513	SIX4	2.272068821901377e-05	2.0094832157740937e-05
ENSP00000216540	SLC10A1	1.0553895155132696e-06	5.197404348388674e-08
ENSP00000216554	EIF5	3.090326160856029e-06	1.5959546735763024e-05
ENSP00000216605		6.003918836227921e-06	2.4020493870922406e-05
ENSP00000216629	BDKRB1	2.1774933570615745e-06	1.8959369203196094e-05
ENSP00000216639	VRK1	4.462888032273546e-06	5.453023959172438e-06
ENSP00000216714	APEX1	1.765170494864569e-05	0.0002889469227246972
ENSP00000216727	PABPN1	3.2709848872027467e-06	2.496649170565281e-05
ENSP00000216756	CINP	1.5721517616549479e-06	4.040656793943017e-07
ENSP00000216780	PCK2	4.101536923161726e-06	7.810438749930647e-06
ENSP00000216797	NFKBIA	1.0166736972184903e-05	0.0007553430633108313
ENSP00000216802	PSME2	2.0818480824866148e-06	3.785869944770853e-05
ENSP00000216807	BRMS1L	1.8506477818013244e-06	3.968468135134489e-06
ENSP00000216832	PNN	1.1941715925901192e-05	7.294058507961699e-05
ENSP00000216862	CYP24A1	2.084071544289505e-06	8.133436737911082e-07
ENSP00000216911	AURKA	2.991116512004218e-06	9.426747177049692e-05
ENSP00000216951		3.557731036684575e-06	2.5721711342343522e-06
ENSP00000216962	PYGB	1.8080081873990593e-06	1.8185476286595155e-05
ENSP00000216968	PROCR	1.2435894173375393e-06	2.5822956496284777e-07
ENSP00000217026	MYBL2	2.457970604565184e-06	1.3831099565894092e-05
ENSP00000217086	SALL4	5.3767441561122304e-05	0.001754074969218534
ENSP00000217109	CSTF1	3.1955151719595255e-06	2.5420988378518743e-05
ENSP00000217121	TPD52L2	4.893660302902411e-06	3.7650550007833636e-06
ENSP00000217131	CTSZ	2.1928817250339786e-06	2.491163080516358e-05
ENSP00000217133	TUBB1	2.344921629659586e-06	7.522420610731506e-06
ENSP00000217169	BIRC7	9.98850433590718e-06	2.0327057205567296e-05
ENSP00000217173	UBOX5	1.9713723483175475e-06	1.2478376100134199e-05
ENSP00000217182	EEF1A2	1.6749947586988563e-05	8.392865001719404e-05
ENSP00000217188	SRMS	3.214247977709644e-05	1.9349941609909287e-05
ENSP00000217233	TRIB3	7.239802532663594e-06	4.0817794558820484e-05
ENSP00000217244	CSNK2A1	1.6896302613054836e-06	1.7595822266824532e-05
ENSP00000217260	RSPO4	5.064927755899545e-05	0.00018586320198581466
ENSP00000217270	PROKR2	2.068142853177572e-06	1.3236734850448182e-05
ENSP00000217289	FERMT1	5.479926996474576e-06	4.148666872633391e-06
ENSP00000217372	CDK5RAP1	1.7356082230267686e-06	5.963350738259851e-07
ENSP00000217381	SNTA1	1.4849797044163273e-06	9.261297917542687e-07
ENSP00000217386	OXT	2.056358209619468e-06	1.3235649951215433e-05
ENSP00000217402	CHMP4B	4.7193568775850815e-06	3.4317896778451205e-05
ENSP00000217407	LBP	3.6364972135635986e-06	7.550979803078209e-06
ENSP00000217420	SLC32A1	1.5350467124366844e-06	9.783339923364466e-07
ENSP00000217423	CST4	9.301531448499549e-07	1.2541678784421927e-07
ENSP00000217426	AHCY	4.5847088926626804e-06	1.0666339223954766e-05
ENSP00000217446	PIGU	1.5276074471597868e-06	7.073751900591256e-07
