id	prior	degree	curv_mean	curv_std
P51648	False	143.0	-482.68531468531467	482.9840579914124
P51649	False	35.0	-356.1142857142857	440.6478847871018
P51654	True	31.0	-275.2258064516129	517.710637180806
P51659	False	113.0	-548.9026548672566	534.6953803951934
P51665	False	167.0	-409.0479041916168	445.87377457626843
P51668	False	294.0	-439.53061224489795	243.94244347705697
P51671	False	42.0	-76.45238095238095	101.81126384989048
P51674	False	43.0	-245.53488372093022	372.16440158400667
P51677	False	21.0	-45.666666666666664	41.39051344420124
P51679	True	43.0	-124.34883720930233	99.41500605482291
P51681	False	51.0	-140.13725490196077	110.24056041717081
P51684	False	5.0	-18.8	8.930845424706442
P51685	False	21.0	-53.95238095238095	61.97962506261629
P51686	False	19.0	-110.26315789473684	168.12020828006655
P51687	False	92.0	-205.81521739130434	124.17045869251376
P51688	False	14.0	-336.2142857142857	311.4085920852053
P51690	False	4.0	-150.75	141.53511048499593
P51692	True	105.0	-316.54285714285714	418.11281295093255
P51693	False	65.0	-254.96923076923076	344.5936723929423
P51784	False	220.0	-463.8681818181818	402.42182288372226
P51786	False	8.0	-296.875	229.57865618345272
P51787	False	22.0	-330.0	354.22309354416745
P51788	False	33.0	-227.93939393939394	183.19933495213735
P51790	False	19.0	-442.63157894736844	545.9512423310072
P51793	False	2.0	-1415.5	1382.5
P51795	False	13.0	-659.1538461538462	841.1803836691763
P51797	False	4.0	-543.25	397.72564350315656
P51798	False	58.0	-284.5344827586207	325.8274461628552
P51800	False	28.0	-181.89285714285714	158.01567265977906
P51805	False	35.0	-204.77142857142857	149.46401109379104
P51808	False	26.0	-175.07692307692307	169.4179908430677
P51809	False	40.0	-281.85	297.0379226630836
P51810	False	8.0	-372.0	410.92882595408173
P51811	False	9.0	-369.6666666666667	592.3640022073514
P51812	False	159.0	-445.79245283018867	414.10377691618294
P51813	False	82.0	-346.0975609756098	376.8424853629683
P51814	False	8.0	-201.125	118.37275605053723
P51816	False	6.0	-515.6666666666666	357.6542402314777
P51817	False	13.0	-486.15384615384613	527.7620160281812
P51825	True	48.0	-479.375	695.555132759678
P51826	True	10.0	-704.6	846.5190133718203
P51828	False	5.0	-281.4	222.0077476125552
P51841	False	3.0	-195.66666666666666	282.38193206286337
P51843	False	18.0	-453.8888888888889	718.7243242864316
P51854	False	6.0	-164.5	184.0414355518887
P51857	False	8.0	-83.75	101.7334138815758
P51858	False	215.0	-454.54418604651164	331.91044834715865
P51861	False	6.0	-133.66666666666666	135.5503186602263
P51878	False	9.0	-56.111111111111114	59.15036290758295
P51884	False	26.0	-298.0769230769231	523.7512565123112
P51888	False	16.0	-164.625	221.57331602654685
P51911	False	23.0	-285.60869565217394	507.72551118394114
P51946	False	73.0	-349.986301369863	403.01291638265343
P51948	False	74.0	-366.35135135135135	435.0417014007201
P51955	False	119.0	-348.218487394958	303.24766370174916
P51956	False	12.0	-105.66666666666667	94.18362679126109
P51957	False	556.0	-668.9730215827338	212.28336649259919
P51959	False	47.0	-500.6808510638298	647.5320777853233
P51965	False	159.0	-368.8867924528302	389.29242345264845
P51970	False	156.0	-319.3269230769231	367.2781061047144
P51991	False	263.0	-593.8288973384031	393.233699709215
P51993	False	2.0	-296.5	58.5
P52179	False	20.0	-223.55	176.68403295148096
P52198	False	12.0	-118.41666666666667	181.38056599928842
P52209	False	120.0	-407.73333333333335	436.7186686593047
P52272	False	449.0	-599.4899777282851	293.33710171876595
P52292	False	322.0	-594.972049689441	389.50738417181543
P52294	False	182.0	-492.4230769230769	439.02788731592204
P52298	False	291.0	-481.3367697594502	310.1641456375158
P52306	True	98.0	-324.85714285714283	414.09981050614414
P52333	True	95.0	-244.85263157894738	139.98593676892975
P52429	False	28.0	-432.9642857142857	560.5084733743905
P52434	False	108.0	-447.0	570.4037881023245
P52435	False	76.0	-300.8157894736842	480.3464679003862
P52564	False	53.0	-355.79245283018867	590.201831755198
P52565	False	136.0	-462.55882352941177	514.454076220407
P52566	False	26.0	-352.2692307692308	534.9699889276542
P52569	False	27.0	-214.44444444444446	232.80962391545228
P52594	False	52.0	-386.9230769230769	642.4839670598747
P52597	False	363.0	-630.2947658402204	375.2199555480413
P52630	False	63.0	-397.76190476190476	562.3985118826333
P52655	False	81.0	-301.679012345679	338.943705117134
P52657	False	15.0	-148.93333333333334	127.22655208546507
P52701	True	166.0	-532.8674698795181	491.64944341151397
P52732	False	184.0	-449.60869565217394	431.8967634426214
P52735	False	91.0	-400.8021978021978	564.3754151501807
P52736	False	24.0	-475.625	606.273715171896
P52737	False	12.0	-311.0	346.465486496611
P52738	False	7.0	-416.57142857142856	360.66242908723115
P52739	False	85.0	-259.2352941176471	350.3208158937218
P52740	False	1.0	-125.0	0.0
P52741	False	4.0	-163.25	59.49947478759792
P52742	False	10.0	-257.5	191.6915491095004
P52743	False	2.0	-111.0	26.0
P52744	False	20.0	-320.6	281.6853563819035
P52746	False	13.0	-883.6923076923077	710.0616857943654
P52747	False	38.0	-293.63157894736844	544.4843732256975
P52756	False	87.0	-497.85057471264366	499.8573481271244
P52757	False	26.0	-177.19230769230768	146.55637382952395
P52758	False	30.0	-190.5	178.50616235861438
P52788	False	55.0	-356.2181818181818	491.91372824211544
P52789	False	87.0	-505.02298850574715	603.2699016063808
P52790	False	31.0	-246.74193548387098	295.05526740266873
P52797	False	12.0	-202.83333333333334	191.7675821288769
P52798	False	13.0	-249.76923076923077	420.0639427234041
P52799	False	86.0	-222.48837209302326	283.9919235744028
P52803	False	46.0	-186.32608695652175	303.8272574390733
P52815	False	278.0	-392.841726618705	297.0845811058389
P52823	False	4.0	-241.75	283.7220250526913
P52824	False	14.0	-233.64285714285714	169.2363550705079
P52848	False	11.0	-353.1818181818182	780.3337069580399
P52849	False	15.0	-95.6	48.520511126738974
P52888	False	55.0	-335.3454545454546	465.87763583396867
P52895	False	18.0	-247.94444444444446	347.70636913321346
P52907	False	190.0	-592.0526315789474	480.1602335278254
P52926	True	49.0	-413.9387755102041	367.2271947692497
P52943	False	28.0	-370.14285714285717	543.486477311449
P52945	False	17.0	-165.76470588235293	191.26314777160218
P52948	True	135.0	-510.52592592592595	547.2890471950798
P52952	False	32.0	-270.75	344.4926523164173
P52954	False	24.0	-138.16666666666666	104.09917813743243
P52961	False	3.0	-352.3333333333333	430.55493906765906
P53004	False	48.0	-597.5833333333334	700.0239827240841
P53007	False	192.0	-540.3072916666666	460.95674321295945
P53041	False	194.0	-444.3917525773196	453.65909942233174
P53350	False	401.0	-562.1321695760598	317.258125494133
P53355	False	155.0	-325.0967741935484	280.07597527292137
P53365	False	84.0	-290.89285714285717	353.98624596152314
P53367	False	75.0	-286.74666666666667	339.38580183750895
P53370	False	15.0	-117.6	108.39175860430225
P53384	False	25.0	-306.64	604.4004553274261
P53396	False	151.0	-609.7814569536424	531.6200392632144
P53420	False	16.0	-141.1875	209.65692772658383
P53539	False	35.0	-251.65714285714284	305.6315188361999
P53567	False	34.0	-249.02941176470588	481.80741120066773
P53582	False	31.0	-562.3225806451613	673.2038174377021
P53597	False	97.0	-381.4742268041237	480.5095039188725
P53602	False	40.0	-332.7	584.7910396030363
P53609	False	15.0	-153.2	234.6956042764045
P53611	False	83.0	-231.43373493975903	305.7589881948752
P53618	False	175.0	-572.4057142857143	540.3615942484953
P53621	False	204.0	-603.2156862745098	490.3956611347853
P53634	False	25.0	-262.48	291.10906822014323
P53667	False	58.0	-308.5344827586207	457.4356263554635
P53671	False	47.0	-351.17021276595744	446.9174953202873
P53672	False	35.0	-224.62857142857143	220.34000813214442
P53673	False	28.0	-181.96428571428572	202.50299506477447
P53674	False	13.0	-195.84615384615384	230.6358588951077
P53675	True	103.0	-508.41747572815535	500.7865177834044
P53677	False	15.0	-297.4	362.45271875561
P53680	False	65.0	-448.0615384615385	587.610254843832
P53701	False	90.0	-264.3666666666667	374.92296838446987
P53708	False	21.0	-151.33333333333334	169.95274786815455
P53778	False	45.0	-297.0	514.1439054929617
P53779	False	63.0	-317.6190476190476	410.4880343004591
P53794	False	21.0	-494.7142857142857	715.8497543118243
P53801	False	22.0	-313.40909090909093	527.8437836304936
P53803	False	38.0	-523.0526315789474	737.6368007776564
P53804	False	37.0	-555.2702702702703	747.9102652001902
P53805	False	35.0	-321.9142857142857	572.4837300958777
P53814	False	26.0	-817.3461538461538	712.9598619788491
P53816	False	6.0	-536.3333333333334	196.33106959645713
P53985	False	94.0	-622.8085106382979	632.5896501362347
P53990	False	51.0	-439.01960784313724	598.9439232056238
P53992	False	105.0	-589.3904761904762	602.4982354487197
P53999	False	123.0	-468.7317073170732	489.92259340760285
P54098	True	68.0	-304.88235294117646	332.3713165144106
P54105	False	130.0	-406.81538461538463	411.8133031925882
P54108	False	3.0	-161.33333333333334	103.54172535209604
P54132	True	125.0	-448.024	518.4974054168449
P54136	False	152.0	-611.3881578947369	539.2469779987804
P54198	False	95.0	-458.9789473684211	540.3334249175249
P54219	False	118.0	-181.92372881355934	73.1221588501701
P54252	False	496.0	-636.6552419354839	184.47506194764276
P54253	False	561.0	-666.0766488413548	220.0988503579169
P54257	False	103.0	-234.84466019417476	160.2609981250278
P54259	False	235.0	-353.3659574468085	211.18527237152807
P54274	False	352.0	-486.9375	192.34103992441277
P54277	True	70.0	-318.01428571428573	342.0307209617766
P54278	True	71.0	-347.80281690140845	414.9224471815952
P54284	False	22.0	-238.04545454545453	411.31214393944913
P54289	False	41.0	-308.5121951219512	535.8922863171347
P54296	False	24.0	-270.5833333333333	315.6889181703335
P54315	False	51.0	-178.37254901960785	160.88041604263557
P54317	False	4.0	-33.75	39.321590761310766
P54368	False	31.0	-342.19354838709677	588.8722638944572
P54577	False	96.0	-526.7395833333334	561.2373466426598
P54578	False	427.0	-577.0515222482436	241.1684033007022
P54619	False	98.0	-340.81632653061223	449.1874147958683
P54646	False	189.0	-331.5291005291005	212.58533412593243
P54652	False	196.0	-485.1020408163265	453.992043214369
P54687	False	63.0	-244.0793650793651	217.11362701248746
P54707	False	57.0	-155.5438596491228	255.7481676753787
P54709	False	149.0	-388.81879194630875	413.42157260336893
P54710	False	5.0	-175.2	113.1784431771351
P54725	False	209.0	-369.70334928229664	242.26792878737757
P54727	False	167.0	-440.03592814371257	420.73589497444465
P54750	False	7.0	-796.2857142857143	866.7174056314375
P54753	False	19.0	-228.52631578947367	205.23064519835202
P54756	False	16.0	-300.0625	273.9549389840417
P54760	False	39.0	-387.8974358974359	594.4015648110591
P54762	False	23.0	-274.60869565217394	309.69546600413133
P54764	False	89.0	-269.0561797752809	336.41688823025737
P54792	False	6.0	-446.8333333333333	324.5198590054065
P54793	False	4.0	-648.5	291.35931424960484
P54802	False	27.0	-172.4814814814815	217.7195563393882
P54803	False	19.0	-267.4736842105263	640.5837279117961
P54819	False	125.0	-367.712	346.1870434548353
P54821	True	8.0	-81.625	54.785804502626405
P54826	False	8.0	-450.125	624.2846781517227
P54829	False	67.0	-227.37313432835822	200.41790933624995
P54840	False	11.0	-541.7272727272727	516.0623801104758
P54845	False	8.0	-169.5	158.68049659614758
P54849	False	62.0	-145.6290322580645	162.41834016404715
P54851	False	3.0	-281.0	270.9624820278015
P54852	False	55.0	-152.47272727272727	139.00763282450023
P54855	False	8.0	-647.75	762.7643394260117
P54868	False	9.0	-703.2222222222222	753.0130259722939
P54886	False	110.0	-615.5909090909091	577.4221599717544
P54920	False	87.0	-337.41379310344826	419.900769660493
P54922	False	9.0	-313.22222222222223	246.21254493618034
P55000	False	3.0	-25.666666666666668	6.548960901462833
P55001	False	15.0	-293.46666666666664	449.7206342707535
P55008	False	8.0	-372.0	343.5018195002757
P55010	False	91.0	-508.25274725274727	562.2284466555533
P55011	False	56.0	-639.6785714285714	722.4295592735979
P55017	False	14.0	-460.7142857142857	378.50371362047395
P55036	False	245.0	-505.6408163265306	447.58408350098335
P55039	False	28.0	-451.57142857142856	516.0561589436497
P55040	False	155.0	-321.3741935483871	176.66732536084902
P55042	False	16.0	-379.0	350.1133744946057
P55055	False	79.0	-224.13924050632912	154.26803357047646
P55056	False	24.0	-124.33333333333333	135.51588672755514
P55058	False	36.0	-132.41666666666666	143.20602388788603
P55060	False	210.0	-587.1047619047619	510.14935112525114
P55061	False	95.0	-159.76842105263157	102.83931796039663
P55064	False	10.0	-270.6	178.39125539106448
P55072	False	1000.0	-1061.184	181.8806150858304
P55073	False	5.0	-786.2	1023.7996679038337
P55075	False	101.0	-224.56435643564356	136.2322867651391
P55081	False	171.0	-455.0643274853801	403.20798612192806
P55082	False	35.0	-133.14285714285714	116.0310655094803
P55083	False	12.0	-489.3333333333333	509.89187306940113
P55084	False	312.0	-531.3365384615385	384.6048740951697
P55085	False	92.0	-207.2608695652174	208.0219924391993
P55087	False	12.0	-253.75	195.9069187990392
P55089	False	5.0	-13.4	7.002856560004639
P55103	False	6.0	-34.166666666666664	28.215933245045946
P55107	False	7.0	-84.0	72.25154471902808
P55145	False	34.0	-287.7352941176471	498.7597151537077
P55157	False	9.0	-332.0	206.99758452696977
P55160	False	10.0	-229.7	122.3944851698801
P55196	True	130.0	-427.38461538461536	475.74279386782075
P55197	True	37.0	-260.43243243243245	345.41549915463463
P55198	True	60.0	-335.85	479.84180813402804
P55199	True	50.0	-455.7	579.0342390567246
P55201	False	41.0	-425.2439024390244	656.3787120880231
P55209	False	278.0	-602.3920863309353	432.44445005505276
P55210	False	110.0	-324.0090909090909	277.28172399711076
P55211	True	77.0	-301.4415584415584	310.50413525934835
P55212	False	249.0	-367.2690763052209	263.0371801096383
P55259	False	7.0	-55.714285714285715	53.97807567023138
P55263	False	21.0	-229.14285714285714	330.83405215912586
P55265	False	127.0	-608.1968503937007	546.6594189301421
P55268	False	44.0	-351.1136363636364	521.1121941625994
P55273	False	64.0	-247.890625	363.6265304706319
P55283	False	6.0	-276.3333333333333	241.9398455998699
P55285	False	7.0	-121.71428571428571	295.082416712791
P55286	False	17.0	-171.11764705882354	199.20898938875024
P55287	True	8.0	-254.75	248.89493265231417
P55289	False	4.0	-60.25	57.18992481198065
P55290	False	35.0	-234.31428571428572	254.47130306113627
P55291	False	16.0	-367.0	494.9789136922905
P55316	False	95.0	-285.0105263157895	255.99085077141012
P55317	True	305.0	-426.2262295081967	215.52179449460985
P55318	False	54.0	-217.03703703703704	201.1178908890636
P55327	False	62.0	-300.61290322580646	257.25118607449133
P55344	False	2.0	-219.5	47.5
P55345	False	71.0	-283.4507042253521	412.12642627220407
P55347	False	39.0	-275.97435897435895	584.1648646453564
P55735	False	140.0	-457.8642857142857	450.13266632840407
P55769	False	220.0	-446.3590909090909	356.7473299372476
P55771	False	31.0	-167.51612903225808	167.09334284682106
P55773	False	18.0	-146.72222222222223	309.02639325532544
P55774	False	15.0	-248.93333333333334	342.0004808313709
P55786	False	104.0	-543.2980769230769	570.9765905178414
P55789	False	39.0	-242.33333333333334	268.8620209787658
P55795	False	183.0	-568.2185792349727	478.9365453984483
P55809	False	121.0	-327.1735537190083	395.36213502685223
P55822	False	7.0	-373.85714285714283	551.5136129835079
P55851	False	24.0	-295.5416666666667	483.10566297366273
P55854	False	138.0	-412.3333333333333	439.6929813795032
P55884	False	166.0	-549.1325301204819	480.8449207982277
P55895	False	5.0	-197.6	129.24488384458394
P55899	False	73.0	-179.54794520547946	225.98096907967448
P55916	False	14.0	-394.0	293.2039758062149
P55957	False	88.0	-342.8636363636364	422.89301736045655
P56134	False	85.0	-501.6	591.8627265327862
P56159	False	8.0	-437.125	819.8735325493805
P56177	False	3.0	-220.33333333333334	129.21386234542416
P56178	False	20.0	-93.45	77.6636819884301
P56179	False	3.0	-632.0	422.8687739713113
P56180	False	129.0	-294.6666666666667	237.34547264486193
P56181	False	120.0	-290.95	309.60805464328604
P56182	False	76.0	-607.7105263157895	580.5790398112423
P56192	False	156.0	-612.3525641025641	522.0162931498769
P56199	False	24.0	-298.875	566.4542723895137
P56202	False	2.0	-132.0	123.0
P56211	False	9.0	-885.3333333333334	1030.9657823829286
P56270	False	64.0	-480.265625	595.5356895840579
P56277	False	5.0	-329.4	232.32356746572228
P56278	True	5.0	-1203.2	981.9941751354739
P56279	True	43.0	-253.32558139534885	269.11091522721523
P56282	False	44.0	-269.25	467.10136747819524
P56373	False	2.0	-397.0	374.0
P56377	False	47.0	-313.8510638297872	485.5319950771001
P56378	False	8.0	-277.75	214.27771116007375
P56381	False	47.0	-193.25531914893617	120.45524781853965
P56385	False	68.0	-419.97058823529414	524.4640954061987
P56470	False	18.0	-252.66666666666666	303.62568329368247
P56524	False	397.0	-553.0453400503778	280.68771779614764
P56537	False	270.0	-512.1481481481482	374.35718769385494
P56539	False	65.0	-191.35384615384615	211.28634822615862
P56545	False	306.0	-496.72222222222223	404.3695786936
P56555	False	2.0	-521.0	515.0
P56556	False	141.0	-261.65248226950354	269.78946311657904
P56557	False	25.0	-333.4	626.1711587098212
P56559	False	22.0	-229.22727272727272	561.9110194698561
P56589	False	16.0	-332.8125	402.93535752493847
P56597	False	8.0	-348.875	331.1900653325821
P56645	False	18.0	-135.55555555555554	84.97072843843358
P56693	False	46.0	-236.2173913043478	271.25857334024676
P56696	False	7.0	-503.57142857142856	344.2208000450778
P56703	False	4.0	-24.75	14.972892172189045
P56704	False	33.0	-139.24242424242425	196.0129912675132
P56705	False	33.0	-279.27272727272725	539.7841472476149
P56706	False	11.0	-520.0	767.0485346739505
P56715	False	5.0	-396.4	226.8044091282178
P56730	False	4.0	-132.75	136.40633233101752
P56746	False	4.0	-378.0	510.53207538802104
P56747	False	7.0	-120.71428571428571	63.571589084869586
P56748	False	14.0	-106.14285714285714	69.02986635493069
P56749	False	9.0	-731.0	872.2712371224395
P56750	False	3.0	-465.0	88.99812732112214
P56817	False	58.0	-304.98275862068965	412.9066226316546
P56851	False	23.0	-172.43478260869566	196.50087422904465
P56856	False	5.0	-146.0	69.07966415668217
P56880	False	8.0	-447.25	869.9710842895872
P56915	False	7.0	-193.71428571428572	156.78075162988807
P56937	False	18.0	-130.72222222222223	241.40141893064424
P56945	False	728.0	-825.1895604395604	177.56736780950433
P56962	False	47.0	-299.93617021276594	362.2850884144425
P56975	False	4.0	-692.25	644.2372912987885
P57052	False	54.0	-303.51851851851853	380.7641313610547
P57053	False	93.0	-372.9139784946237	459.89925628732414
P57054	False	26.0	-136.92307692307693	207.34251170409632
P57055	False	8.0	-207.75	172.53532247050168
P57057	False	7.0	-351.14285714285717	561.6031716870726
P57058	False	8.0	-399.875	297.9393551966574
P57059	False	37.0	-482.1081081081081	576.5802625163714
P57060	False	28.0	-395.10714285714283	720.5458912363258
P57071	False	13.0	-506.38461538461536	717.7643215581109
P57073	False	19.0	-192.31578947368422	350.7354757665937
P57075	False	108.0	-295.0925925925926	250.03412867183926
P57076	False	43.0	-261.27906976744185	471.1275107891605
P57077	False	10.0	-333.1	485.98445448388577
P57078	False	350.0	-492.60571428571427	202.89736736003414
P57081	False	58.0	-296.3965517241379	410.367704737541
P57082	False	2.0	-73.5	0.5
P57086	False	58.0	-114.77586206896552	103.0841710153019
P57087	False	11.0	-90.9090909090909	150.3380763149597
P57088	False	95.0	-670.5368421052632	615.7087112131125
P57103	False	13.0	-215.92307692307693	246.09393501683664
P57105	False	89.0	-264.3820224719101	321.8953527216179
P57678	False	177.0	-492.7570621468927	493.21859190350744
P57679	False	5.0	-1297.4	924.5012925896859
P57682	False	63.0	-273.93650793650795	331.1137469648086
P57721	False	60.0	-437.78333333333336	461.0958357242258
P57723	False	15.0	-408.0	481.33037856895476
P57727	False	34.0	-157.47058823529412	220.4056734742869
P57729	False	19.0	-460.94736842105266	692.545227379959
P57730	False	3.0	-43.333333333333336	35.74290916469385
P57735	False	30.0	-307.73333333333335	541.4385735140127
P57737	False	35.0	-526.8285714285714	668.9252995114855
P57738	False	7.0	-218.42857142857142	190.4737380794507
P57739	False	32.0	-256.125	283.0708557499341
P57740	False	140.0	-488.5	533.6203104401909
P57764	False	9.0	-162.55555555555554	217.70270814990442
P57768	False	5.0	-695.6	789.5093666322142
P57771	False	11.0	-244.0	181.8155908906304
P57772	False	25.0	-603.88	692.3667421244322
P57773	False	1.0	-1070.0	0.0
P57775	False	54.0	-287.4074074074074	194.53272775384747
P57789	False	2.0	-307.5	313.5
P57796	False	6.0	-164.33333333333334	118.79768048614791
P58004	False	24.0	-447.0416666666667	732.3432983220522
P58005	False	8.0	-378.0	637.6840910670423
P58012	True	68.0	-280.6764705882353	360.1300598875385
P58062	False	18.0	-102.55555555555556	139.40756484424534
P58107	False	112.0	-593.6517857142857	551.7603761374884
P58166	False	16.0	-474.3125	765.3164148531965
P58180	False	1.0	-203.0	0.0
P58215	False	15.0	-362.6	684.2591906580429
P58304	False	44.0	-258.02272727272725	179.11480430113727
P58317	False	22.0	-262.90909090909093	439.75022963360675
P58335	False	19.0	-225.10526315789474	306.78741049048455
P58340	True	155.0	-268.7741935483871	180.64124304506365
P58397	False	18.0	-188.27777777777777	177.47982844867985
P58400	False	15.0	-92.8	112.42431528217847
P58401	False	6.0	-151.33333333333334	152.75215946827797
P58417	False	1.0	-30.0	0.0
P58418	False	28.0	-88.32142857142857	78.90503042601665
P58499	False	13.0	-345.3076923076923	735.2462051915131
P58505	False	15.0	-255.4	252.6150694897938
P58511	False	9.0	-771.3333333333334	909.4088433946771
P58512	False	3.0	-216.0	52.56107558513873
P58546	False	89.0	-337.9887640449438	327.4588058621644
P58549	False	6.0	-159.0	90.77995373429091
P58557	False	83.0	-219.83132530120483	211.2880646123703
P58658	False	39.0	-126.58974358974359	259.6046024984838
P58743	False	1.0	-83.0	0.0
P58753	False	59.0	-212.03389830508473	358.4123165872141
P58872	False	4.0	-291.25	405.60718373815814
P58876	False	100.0	-447.52	466.09830465257005
P59020	False	1.0	-2736.0	0.0
P59044	False	3.0	-71.66666666666667	56.84090858606052
P59045	False	2.0	-380.0	166.0
P59046	False	80.0	-306.65	315.22290129367184
P59047	False	13.0	-404.3076923076923	392.0630609825188
P59074	False	1.0	-607.0	0.0
P59103	False	2.0	2.5	3.5
P59190	False	17.0	-459.88235294117646	370.7940418254953
P59510	False	2.0	-1382.0	831.0
P59536	False	17.0	-105.76470588235294	112.35056973167134
P59538	False	1.0	-765.0	0.0
P59542	False	7.0	-132.85714285714286	99.48500040771196
P59551	False	3.0	-799.0	956.9420045122902
P59665	False	95.0	-160.54736842105262	172.81232707133952
P59666	False	1.0	-89.0	0.0
P59768	False	47.0	-159.74468085106383	124.17703013090701
P59780	False	18.0	-345.27777777777777	541.7331041876982
P59797	False	12.0	-222.16666666666666	169.74482482701956
P59817	False	14.0	-139.14285714285714	156.71669486362833
P59826	False	5.0	-195.2	151.42311580468817
P59827	False	1.0	-180.0	0.0
P59861	False	1.0	-252.0	0.0
P59901	False	1.0	-39.0	0.0
P59910	False	12.0	-159.91666666666666	129.75326478444472
P59923	False	21.0	-550.3333333333334	897.2084926955825
P59942	False	27.0	-120.44444444444444	60.963457988179634
P59990	False	61.0	-154.9672131147541	137.47893635540535
P59991	False	127.0	-190.07874015748033	117.68412320744763
P59998	False	110.0	-542.7181818181818	576.2181741448945
P60002	False	9.0	-425.77777777777777	429.4574814752465
P60006	False	47.0	-171.08510638297872	250.33117042143027
P60008	False	1.0	-147.0	0.0
P60014	False	23.0	-153.1304347826087	128.7185349809306
P60022	False	15.0	-156.33333333333334	150.94178421571084
P60033	False	488.0	-596.764344262295	165.32658873207032
P60059	False	13.0	-353.6923076923077	646.6160892399023
P60153	False	1.0	-213.0	0.0
P60174	False	194.0	-478.19072164948454	442.0587959640323
P60201	False	115.0	-244.0782608695652	296.4270171288911
P60228	True	195.0	-546.2974358974359	482.42088629316925
P60321	False	23.0	-94.73913043478261	63.42076013920963
P60323	False	15.0	-513.6666666666666	510.8352202249002
P60328	False	144.0	-175.45138888888889	90.02035494057186
P60329	False	50.0	-151.14	137.58895449853526
P60331	False	139.0	-165.93525179856115	87.54379858664899
P60369	False	288.0	-331.8229166666667	113.89307194003285
P60370	False	147.0	-175.97278911564626	84.93430398997599
P60371	False	73.0	-121.23287671232876	70.87680234676651
P60372	False	10.0	-105.6	99.85910073698841
P60409	False	289.0	-343.0484429065744	192.89859036653306
P60410	False	392.0	-402.33673469387753	101.00896039032227
P60411	False	231.0	-267.5800865800866	143.13509297705767
P60412	False	39.0	-158.30769230769232	135.72184107930678
P60468	False	248.0	-416.7459677419355	356.80301443902226
P60484	True	613.0	-722.6150081566069	171.22246931953055
P60508	False	24.0	-207.54166666666666	538.2520304317383
P60510	False	92.0	-438.44565217391306	488.5082297408864
P60520	False	602.0	-700.8239202657808	183.3560129030079
P60568	True	30.0	-295.93333333333334	425.94075748733985
P60602	False	9.0	-163.77777777777777	149.4514248679541
P60604	False	68.0	-370.77941176470586	498.7889700413874
P60608	False	1.0	-948.0	0.0
P60660	False	178.0	-593.1685393258427	483.2936678121333
P60709	False	663.0	-767.9306184012066	231.11376606212465
P60763	False	39.0	-302.56410256410254	566.6854051896553
P60827	False	3.0	-942.0	1313.104971686067
P60842	False	230.0	-577.2869565217392	436.557636320644
P60852	False	3.0	-7.666666666666667	5.9066817155564495
P60866	False	265.0	-466.49056603773585	419.98736830247867
P60880	False	78.0	-259.3076923076923	383.0264537859007
P60891	False	233.0	-424.2403433476395	376.3995032035766
P60893	False	3.0	-158.66666666666666	166.45586669010964
P60896	False	148.0	-328.88513513513516	248.4476812521629
P60900	False	224.0	-463.04910714285717	433.86918113469244
P60903	False	104.0	-396.7019230769231	484.2409778319947
P60953	False	570.0	-690.4561403508771	238.64863478207607
P60981	False	138.0	-431.3768115942029	510.5039738223247
P60983	False	18.0	-450.8888888888889	441.18349532049575
P61006	False	157.0	-331.03821656050957	324.2101403411128
P61009	False	35.0	-685.8	667.0156048720727
P61011	False	60.0	-624.3333333333334	699.5962565810527
P61018	False	28.0	-171.60714285714286	163.17088747815328
P61019	False	153.0	-402.1830065359477	411.6149199501899
P61020	False	77.0	-438.4155844155844	531.9543079355143
P61024	False	83.0	-238.3975903614458	197.68204602212828
P61026	False	118.0	-552.7542372881356	589.0872419122148
P61073	True	97.0	-273.97938144329896	236.27137897622876
P61077	False	251.0	-435.60956175298804	339.78860159386556
P61081	False	568.0	-671.794014084507	202.0722176880135
P61086	False	149.0	-379.0402684563758	335.8232772549227
P61088	False	312.0	-477.49038461538464	291.25124612451503
P61106	False	97.0	-482.6701030927835	501.023976660448
P61129	False	4.0	-849.75	1130.0741955730164
P61158	False	158.0	-524.6962025316456	527.1794149577537
P61160	False	192.0	-492.0833333333333	490.9391651609076
P61163	False	117.0	-565.1880341880342	578.6649375435576
P61165	False	23.0	-265.1304347826087	511.6508069026753
P61201	False	141.0	-389.6737588652482	435.39300737573467
P61204	False	48.0	-754.625	794.2397472058841
P61218	False	80.0	-233.55	435.74800343776684
P61221	False	279.0	-505.9569892473118	348.0887677946108
P61224	False	99.0	-407.4949494949495	493.8791283389447
P61225	False	26.0	-540.0	662.1458124333922
P61236	False	124.0	-248.04032258064515	273.0146929519323
P61244	True	209.0	-376.85167464114835	296.9478745513173
P61247	False	379.0	-490.0976253298153	322.317013140883
P61254	False	191.0	-446.83769633507853	391.38013262363506
P61266	False	41.0	-218.46341463414635	249.02043187413216
P61278	False	39.0	-188.71794871794873	421.9423310163186
P61289	False	303.0	-517.4257425742575	359.72968435474814
P61296	False	30.0	-246.36666666666667	249.99779776807813
P61313	False	289.0	-446.9896193771626	394.30956244315354
P61326	False	232.0	-422.6594827586207	284.55747630991954
P61328	False	30.0	-281.1	486.7500624892958
P61353	False	259.0	-434.6756756756757	418.71527520060636
P61371	False	38.0	-282.10526315789474	564.8512514707644
P61421	False	147.0	-400.59183673469386	410.9841640046643
P61457	False	100.0	-309.42	343.95741538742845
P61513	False	268.0	-384.7425373134328	364.08999848464265
P61572	False	1.0	-220.0	0.0
