idx	rho	beta	gamma	method	metric	perf
1	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
1	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10183857862410543
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
1	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09386804665041108
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
1	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0905083984670136
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
1	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10127252472616148
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
1	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10680565259501662
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
1	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10659124081308205
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
1	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09685912466362279
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
1	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0929814781561538
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
1	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10627539401641437
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
1	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11222314678129396
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
1	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11098332636701919
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
1	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09990675680926905
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
1	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09155181803173736
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
1	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.1115136288472445
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.33
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.11719891050005792
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
1	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11425800127283874
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.3
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
1	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09873733619779998
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
2	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0901507138247689
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
2	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09766859045829798
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
2	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10101139103270065
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
2	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09919502525110514
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
2	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08841504273462722
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
2	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09150617799959093
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
2	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10016671016106668
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
2	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10400369427380855
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
2	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10177730113091976
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
2	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09054709132196745
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
2	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09300290561895044
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
2	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10298924633995178
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
2	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10687230729846568
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10466618744748239
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
2	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09249920307725637
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
2	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09459191459775212
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
2	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10587256229394548
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
2	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10875228605063367
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
2	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10559081622961623
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
2	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09272475986204692
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.14
2	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09229300542273024
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
2	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.103842295478634
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
2	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10697078071345804
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
2	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10286402725170471
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.2
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
2	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09007214836509138
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
3	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08560400823434328
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.155
3	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09196724288337085
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.09533029508198716
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09428232924150268
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
3	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08542276485711453
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.086748133366162
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09431338927407046
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.09815049887547218
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
3	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09706217563335842
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08729465337287609
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.19
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
3	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0880969368234252
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
3	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09745055574067685
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
3	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10170303119522249
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
3	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10011371307460559
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0894231181337049
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
3	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08934801616293554
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.185
3	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10048436080354566
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.195
3	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10377585609863649
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.205
3	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10110866253096736
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
3	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08958141023739448
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.145
3	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08788606064310733
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.0998963507272698
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
3	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10394568599886239
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
3	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09948882526817568
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.175
3	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.087552679008115
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.17
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
4	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08477723128755502
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
4	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09285195459167464
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
4	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.0968425646083782
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
4	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09647997629224978
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
4	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.08779725034462793
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.17
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.16
4	0.2	-0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08629175215088267
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.19
4	0.2	-0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09583384490561145
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
4	0.2	-0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10044179340120381
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
4	0.2	-0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.09993800679416259
4	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
4	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.215
4	0.2	-0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.0905869280883868
4	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.18
4	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
4	0.2	0.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.08799443477201838
4	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
4	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
4	0.2	0.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.09913562925258355
4	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
4	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
4	0.2	0.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10444839357934413
4	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
4	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.23
4	0.2	0.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10370164386689232
4	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.24
4	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
4	0.2	0.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09362657044882938
4	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
4	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.17
4	0.2	0.5	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.0903706292318198
4	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.25
4	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
4	0.2	0.5	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10393409465816589
4	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
4	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.24
4	0.2	0.5	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10895677739578344
4	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
4	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
4	0.2	0.5	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.10772973985023726
4	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.23
4	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
4	0.2	0.5	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09648261802182662
4	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.22
4	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.165
4	0.2	1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09329602990236804
4	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.31
4	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
4	0.2	1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10998245442964912
4	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
4	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.235
4	0.2	1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.1147884345170207
4	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.32
4	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
4	0.2	1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.11130358937984201
4	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.27
4	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.22
4	0.2	1.0	0.9	RWR + Prior(RWR, Curv) + Curv	AveP	0.09758605481480374
5	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.21
5	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.18
5	0.2	-1.0	0.1	RWR + Prior(RWR, Curv) + Curv	AveP	0.09155929579116856
5	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
5	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.2
5	0.2	-1.0	0.30000000000000004	RWR + Prior(RWR, Curv) + Curv	AveP	0.10001784422246057
5	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.26
5	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.21
5	0.2	-1.0	0.5	RWR + Prior(RWR, Curv) + Curv	AveP	0.10468688198052098
5	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.28
5	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
5	0.2	-1.0	0.7000000000000001	RWR + Prior(RWR, Curv) + Curv	AveP	0.103923338137828
5	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@100	0.29
5	0.2	-1.0	0.9	RWR + Prior(RWR, Curv) + Curv	Prec@200	0.225
