id	name	RWR	RWR + Curv	RWR + Prior(uKIN)	RWR + Prior(uKIN, Curv)	RWR + Prior(uKIN) + Curv	RWR + Prior(uKIN, Curv) + Curv	RWR + Prior(RWR)	RWR + Prior(RWR, Curv)	RWR + Prior(RWR) + Curv	RWR + Prior(RWR, Curv) + Curv
ENSP00000258111	KCNMB4	8.515402245033997	8.957356019797972	7.178531373014846	6.320558565806655	7.566247336751329	6.662924107211015	2.761883705743716	2.8330082436834623	2.83975858617214	2.917488624110811
ENSP00000258145	GNS	19.64492265568104	20.133794711340133	19.62289260384601	19.21234243233618	20.21257754811727	19.864121904574997	7.603395390091276	7.848686162816512	8.267560535881376	8.464573185813016
ENSP00000258149	MDM2	39.90480282709474	37.050564255453196	50.92676471260982	62.26631486286136	46.80512205609231	56.871140468612744	266.1975637319404	284.20368504579835	253.65291507850046	264.1142192317097
ENSP00000258168	BCO1	11.254023622708267	11.457838604386309	10.036897562070456	9.124126969545578	10.240412376118293	9.318566897156593	4.145157053848648	4.1570112405929125	4.173699801288487	4.184836063368473
ENSP00000258169	MPHOSPH6	16.056883311200494	15.81242907696134	15.759587109051223	15.177787557619817	15.584617754332042	15.095388778615014	4.985393181542202	5.289242917932653	5.5414656046996065	5.530926450101087
ENSP00000258173	TMEM231	5.267179018051092	5.278272672945803	5.078846297192668	4.905415363269207	5.092385298456527	4.919618618303331	3.2666253049082155	3.264808651421522	3.2714379569996974	3.2689349664368454
ENSP00000258198	DYNC1LI2	39.19113570256847	36.713571495056996	39.4491851258327	39.20177023552438	37.051991868987194	36.92983812343063	26.372359904448725	26.550125626153864	27.767933130654765	27.30352621968097
ENSP00000258200	FBXL8	22.526690485297454	22.863311555395978	22.81775083908336	22.54297380010983	23.1756646368415	23.013710235951716	8.991765562461767	9.502305501504559	10.646490418740518	10.892434777028454
ENSP00000258201	FHOD1	5.740556610899232	5.670290483416099	5.598698334453633	5.494239568197801	5.5457892797755886	5.457842103340973	5.300993938293365	5.29915995812334	5.299784864537438	5.298503417974629
ENSP00000258243	URB2	6.656255065853433	6.737763845358168	5.779409411858119	5.556949625766047	5.811794755069255	5.576016633384029	5.245917620565199	5.246253982633018	5.246194231635554	5.246547684246267
ENSP00000258281	TAF5L	8.835991274710544	9.483438794161495	8.690359112967545	8.485558839281612	9.293849885445669	9.045951074769793	4.3893712219091086	4.441505872316663	4.441213759725709	4.493383301840078
ENSP00000258301	STX6	24.24569924382719	24.675674454220914	24.488777856880354	24.352571031992962	25.006495996990115	24.919920733614013	21.186002335755177	21.734832353700057	22.45633118699349	22.90085411664773
ENSP00000258302	RGS8	3.8753637000758134	3.75244831563685	3.807087310412869	3.739196789734349	3.710813714676493	3.669709328706921	3.5448433945589963	3.544089388237143	3.544876272741717	3.5440739937618337
ENSP00000258317	NPL	4.922768760851192	5.044651949836633	3.5862282982280935	3.0782068106696956	3.6519366884527877	3.123305263046994	1.9836237465176132	1.9869928936008272	1.989220065813368	1.9927580877317608
ENSP00000258341	LAMC1	31.064622048159514	30.835613691030687	30.93461022687458	30.437781736105453	30.816840688764884	30.38769533181306	15.896718218504567	16.394834239309144	17.092304544995535	17.351644560375437
ENSP00000258383	MRPL44	15.870515928490788	16.046129076233285	15.063981209574939	14.202550918297833	15.373162123397853	14.630747054532485	5.955244284385544	5.9398403229228025	6.186298009171398	6.16486669976086
ENSP00000258385	CHRND	6.042455799079406	6.3582986605943175	5.172982691920675	4.515720768778696	5.476507424509007	4.795762520252864	1.8588463712365357	1.8628977688099218	1.871489761868399	1.876417025633658
ENSP00000258390	DOCK10	4.185712496831896	4.060423156414101	4.058504798010784	3.9190734334846598	3.9585245941951652	3.846935616357973	3.6138615254755404	3.6083480158448173	3.608788729998514	3.6040775602637534
ENSP00000258399	USP37	3.5514123309608916	3.526205960277075	3.463346769176544	3.378284198943093	3.4397060373618182	3.357686301187774	3.030694034874506	3.031048616185058	3.0311127924998775	3.0311321525526513
ENSP00000258400	HTR2B	13.071885409632104	13.146110723728292	13.169402217761666	13.96384750506583	13.160718945975985	13.808125407784692	4.795378898330398	5.1458986766724015	5.578791230749345	5.985082887830145
ENSP00000258403	SLC19A3	9.438299517138628	9.81173045223341	6.602273948129228	6.053480858785334	6.746254573385451	6.124998367750438	5.579439141431809	5.579790884595183	5.580414222904586	5.580822156113514
ENSP00000258411	WNT10A	12.107618853893456	13.064280709688417	12.34678201195604	12.510276816978426	13.2515773450662	13.321099759659353	7.577864842623707	8.057629715437944	8.283107408214539	8.649357894019193
ENSP00000258415	CYP27A1	13.14215498989585	13.479862107721361	11.834145879593088	10.934948583224893	12.165229155546083	11.25397369792284	6.069784959608029	6.140747126942066	6.1267091518078685	6.20529468178928
ENSP00000258416	EIF4E2	13.709740736669731	14.406726963792313	12.9536350676441	12.124933497809801	13.600677126390114	12.718042758166026	5.9093109841556535	6.181562258338479	6.1437035279394125	6.37588681600147
ENSP00000258418	CAB39	13.395450947973703	14.314470662981599	12.705682756196314	12.058982113014872	13.56955910689825	12.865306191582361	5.091336015263212	5.333771992526243	5.29596759220529	5.556174387417021
ENSP00000258424	COX5B	13.026720773880003	13.26880455826905	12.700197770761138	12.608846812147798	12.974239941948527	12.90287197287569	10.365988542018977	10.625232434365246	10.759611838006528	11.014988622028186
ENSP00000258428	REV1	7.90314244867986	8.049222314737895	7.938434063215274	7.946694317305862	7.995355350409612	7.931235103033134	3.678773027791377	3.538489386217742	3.519318994265557	3.5110812644398277
ENSP00000258443	EDAR	10.354521029418331	10.452569616824261	5.831515153731809	4.963393469271427	5.845587221068531	4.969157116595581	4.373554595894922	4.396288244344591	4.375294100424189	4.398119705820778
ENSP00000258455	MRPS9	14.909335588059069	15.14437052759735	14.18177288124315	13.393167013237237	14.54075943647898	13.859205294432568	5.653220162419807	5.625205376577958	5.868700997117456	5.833296256071502
ENSP00000258456	GPR45	10.909040607104187	10.81800980800169	10.967334528467736	11.697495929310078	10.776340934259187	11.294093061079701	3.8385864637426743	4.055657882329878	4.237131989592088	4.472384389265962
ENSP00000258457	C2orf49	8.547382643957352	8.914949068178949	7.490159769350736	6.747250242646574	7.796435765533996	6.9988224771092185	4.1846747954022385	4.199031268965206	4.2263249887631416	4.246380510958385
ENSP00000258484	EPC2	7.182363024050031	7.6272870822779035	7.9864579747506355	8.356602900950593	8.485184222340239	8.871449677231086	4.3337642962086065	4.619718179260646	4.692506434478266	4.956213389533532
ENSP00000258494	ALDH1L2	10.197476838894318	10.553546031324432	8.937567738412403	8.051436389640793	9.259024059220659	8.334387568615787	3.9161312599710834	3.9316260351729833	3.9414333480373687	3.957559850673925
ENSP00000258499	USP44	7.13791846957835	7.0827890931065385	8.319681807297572	9.001669445826117	7.959421304042863	8.469809737569332	8.394597459550575	8.554449654583507	8.230488910615477	8.279631892557205
ENSP00000258526	PLXNC1	6.804448391946125	7.211817727594227	5.352177451333136	4.9902134241425635	5.514687285386336	5.073026094118705	4.65066200076995	4.651141310919212	4.651300862045397	4.651901707259146
ENSP00000258613	THSD1	15.38653976481896	15.696236843496594	14.369609128992504	13.562172015250356	14.704957110674698	13.909268130200486	6.695528523036021	6.734936441191489	6.782632972371561	6.825231895740591
ENSP00000258648	MED4	13.240422062852618	14.348152758979051	14.416105636102804	15.2978396427709	15.58558787255457	16.51703952109436	7.137987778975456	8.0226733187009	8.00244544552086	8.881010611721495
ENSP00000258654	COG3	21.37373209883011	21.558934885183856	21.262634479809204	20.919527833820197	21.524379924978202	21.239169472760086	14.314189697502266	14.91696836480363	15.46668173511662	15.979186580948843
ENSP00000258704	SPDYE1	2.0892592378874713	2.0199428351440374	1.9962581918946807	1.9149877250429803	1.9466312270277897	1.8838691069768063	1.787259346529986	1.7865598843910988	1.7869050765194352	1.7862514976513422
ENSP00000258729	IGF2BP3	5.125135178446276	5.2573237723670445	4.775165064250702	4.598143553049877	4.866490475311566	4.664657303650554	4.215930351523853	4.216439247054463	4.216680658567337	4.2173094391828885
ENSP00000258739	KDELR2	26.034971955516124	27.03679191731822	25.752397165775463	25.180053913620686	26.813888208386523	26.28505569547801	12.729547617255589	13.325344483794948	14.00097598610392	14.561372790156796
ENSP00000258742	NUP42	24.917595746833275	25.058356632486653	25.324632476725643	25.17840030666827	25.513157800146587	25.40543283683648	11.133884902245503	11.771572998731578	11.929354816122704	12.327890525033053
ENSP00000258772	DDX56	15.785662110569291	16.284363007715864	15.96390109719931	15.78701735274393	16.50547664045017	16.34656089526827	13.063290065410994	13.773103830036836	14.031402245427604	14.573672395691688
ENSP00000258774	HUS1	17.738208730054758	19.02312824925044	19.671249522489045	21.644828385974787	20.892673203349872	22.777579916917222	16.48464643568436	18.864200930259553	17.84694830037013	19.656871067406545
ENSP00000258796	TTYH3	11.437236834076263	11.739114762559193	9.73833579461169	8.851971546386466	9.99742314727683	9.052493466910368	7.295817155008294	7.297798043988336	7.301500806127436	7.303998440045168
ENSP00000258821	TTC5	8.008467182206882	8.408914540967997	7.876999451388256	7.6484842738630885	8.20254277894078	7.908139759782228	4.743711780520479	4.783911905310278	4.8088770917886485	4.847922350369233
ENSP00000258873	ACSBG1	8.245035733580643	8.600914050448276	8.225908481841088	8.15203163662386	8.631649771838493	8.594945047073134	5.110966117312262	5.400230014753722	5.553576222751965	5.82054815780013
